"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","data_processing.5","data_processing.6","data_processing.7","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","cell type:ch1","developmental stage:ch1","sample type:ch1"
"GSM5031574","aMSC_D1","GSM5031574","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Adult MSC","Homo sapiens","developmental stage: Adult","cell type: MSC","sample type: Adult MSC","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495962","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919571","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031574/suppl/GSM5031574_Adult_MSC_D1-sample1.txt.gz","MSC","Adult","Adult MSC"
"GSM5031575","aMSC_D2","GSM5031575","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Adult MSC","Homo sapiens","developmental stage: Adult","cell type: MSC","sample type: Adult MSC","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495961","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919572","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031575/suppl/GSM5031575_Adult_MSC_D2-sample2.txt.gz","MSC","Adult","Adult MSC"
"GSM5031576","aMSC_EV_D1","GSM5031576","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Extracellular vesicles from Adult MSC","Homo sapiens","developmental stage: Adult","cell type: MSC","sample type: Adult MSC EV","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495960","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919573","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031576/suppl/GSM5031576_Adult_MSC_EV_D1-sample3.txt.gz","MSC","Adult","Adult MSC EV"
"GSM5031577","aMSC_EV_D2","GSM5031577","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Extracellular vesicles from Adult MSC","Homo sapiens","developmental stage: Adult","cell type: MSC","sample type: Adult MSC EV","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495959","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919574","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031577/suppl/GSM5031577_Adult_MSC_EV_D2-sample4.txt.gz","MSC","Adult","Adult MSC EV"
"GSM5031578","aMSC_EV_D3","GSM5031578","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Extracellular vesicles from Adult MSC","Homo sapiens","developmental stage: Adult","cell type: MSC","sample type: Adult MSC EV","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495958","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919575","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031578/suppl/GSM5031578_Adult_MSC_EV_D3-sample5.txt.gz","MSC","Adult","Adult MSC EV"
"GSM5031579","fMSC_D4","GSM5031579","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Fetal MSC","Homo sapiens","developmental stage: Fetal","cell type: MSC","sample type: Fetal MSC","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495957","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919576","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031579/suppl/GSM5031579_Fetal_MSC_D4-sample6.txt.gz","MSC","Fetal","Fetal MSC"
"GSM5031580","fMSC_D5","GSM5031580","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Fetal MSC","Homo sapiens","developmental stage: Fetal","cell type: MSC","sample type: Fetal MSC","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495956","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919577","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031580/suppl/GSM5031580_Fetal_MSC_D5-sample7.txt.gz","MSC","Fetal","Fetal MSC"
"GSM5031581","fMSC_D6","GSM5031581","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Fetal MSC","Homo sapiens","developmental stage: Fetal","cell type: MSC","sample type: Fetal MSC","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495955","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919578","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031581/suppl/GSM5031581_Fetal_MSC_D6-sample8.txt.gz","MSC","Fetal","Fetal MSC"
"GSM5031582","fMSC_EV_D4","GSM5031582","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Extracellular vesicles from Fetal MSC","Homo sapiens","developmental stage: Fetal","cell type: MSC","sample type: Fetal MSC EV","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495954","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919579","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031582/suppl/GSM5031582_Fetal_MSC_EV_D4-sample9.txt.gz","MSC","Fetal","Fetal MSC EV"
"GSM5031583","fMSC_EV_D5","GSM5031583","Public on Feb 10 2021","Jan 22 2021","Feb 11 2021","SRA","1","Extracellular vesicles from Fetal MSC","Homo sapiens","developmental stage: Fetal","cell type: MSC","sample type: Fetal MSC EV","EVs were isolated from 20 mL conditioned medium by low speed centrifugation (1500 rpm, 5 minutes; 4500 rpm, 10 minutes) followed by ultracentrifugation (20,000g, 30 minutes; 100,000g, 1 hour at 4°C) of the supernatant using the SW32Ti rotor (Beckman Coulter, Fullerton, CA, USA).","Adult human bone marrow aspirates (40-70 years old) were obtained from the sternum of patients undergoing cardiac surgery after given informed consent and approval of the medical ethics review board. Collection of fetal tissues for research purposes was approved by the medical ethical review board of the Academic Medical Centre (AMC). The fetal human bone marrow samples were obtained from the HIS facility of the AMC, Amsterdam. All material has been collected from donors from whom a written informed consent for the use of the material for research purposes. Low-density mononuclear cells (MNC) were separated by Ficoll gradient centrifugation and cultured in Dulbecco’s modified Eagle’s medium, GlutaMAXtm and low glucose (Thermo Fisher Scientific, USA) supplemented with 10% fetal bovine serum (FBS, Bodinco, The Netherlands) and 1% penicillin-streptomycin (Sigma Aldrich, Germany), referred in this article as BMSC medium. Non adherent cells were removed by replacing the medium after 48 hours of incubation. Cells were either frozen or expanded up to passage 5, in order to harvest sufficient amounts of EVs. Adult and Fetal BMSC-derived EVs were isolated from BMSCs supernatant, after confluent layers of cells cultured in T175 flasks were exposed for 24 hours to serum-free BMSC medium.","total RNA","Total EV-RNA was isolated using the TRIzol reagent (Thermo Fisher Scientific) according to the manufacturer’s instructions.","Sequencing of miRNAs was performed by Illumina MiSeq with samples prepared with the NEBNext Small RNA library preparation kit (NEB), according to the manufacturer’s instructions.","9606","The unprocessed fastq files were generated using the Illumina casava 1.8.3 software allowing","for one mismatch in the barcode. Subsequently alignment of the reads was performed using novoalign","with the inclusion of the adapter trimming option (standard illumina adapter) Special settings that","allow for the alignment of short reads were used. Quantification of counts was done using","feature counts against the human small RNA database. Finally differential expression analysis clustering and","principal component analysis was done in the R enviroment using the DESeq2 package.","Genome_build: hg19","Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each Sample ...","GPL15520","Jeroen,,van de Peppel","h.vandepeppel@erasmusmc.nl","ErasmusMC","'s Gravendijkwal 230","Rotterdam","3015 CE","Netherlands","0","Illumina MiSeq","size fractionation","transcriptomic","miRNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN17495953","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9919580","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM5031nnn/GSM5031583/suppl/GSM5031583_Fetal_MSC_EV_D5-sample10.txt.gz","MSC","Fetal","Fetal MSC EV"
