"","GSM4432446","GSM4432447","GSM4432448","GSM4432449","GSM4432450","GSM4432451","GSM4432452","GSM4432453","GSM4432454","GSM4432455"
"hsa-miR-208b-3p",2.8011586560937,5.48767927890162,3.48155728070859,4.18507363787676,5.62380834772639,0,0,0,0,0
"hsa-miR-3158-3p",6.67849450777373,6.7953253872778,6.8141658586079,9.09407768567191,6.24088671380497,10.6514194956379,11.3425414121487,11.7894480588276,12.1971552482309,10.5368397162098
"hsa-miR-499a-5p",7.34074028063018,9.70201680353063,7.44426950241348,8.97059485690762,8.39459130953463,4.13504228623365,3.80322703643493,0.411426245726465,0.464668267003444,4.08746284125034
"hsa-miR-939-5p",1.58014548442338,2.53356334821451,0.565597175854225,0,0.831877241191673,3,4.09000652990382,7.08470210801199,6.0686708106651,3.18745105402733
"hsa-miR-4647",0,0,0.687060688339892,1.64154602908752,0.604071323668861,3.88459792099006,3.75381844317354,6.73863274667032,4.13586316536868,3.04439411935845
"hsa-miR-6741-5p",2.31614574229336,2.71808758396052,1.22032995487956,0,0.432959407276106,4.54843662469604,3.82781902461732,5.37816477987163,5.83339613416323,4.05050169744673
"hsa-miR-423-5p",13.237339940886,13.1037238298813,10.985386576772,11.0820891496339,11.0173930455305,14.0361770475376,13.776655094978,15.7924858039094,15.493306955794,13.7130255812167
"hsa-miR-204-3p",2.31614574229336,0.84799690655495,1.55581615506164,1.44360665147561,2.54349588342577,4.9481335778404,5.08746284125034,7.15370401966754,5.60940039000643,4.5216789516032
"hsa-miR-4508",7.56939994847322,6.45844762743792,3.31614574229336,5.77663042305105,5.28725064325462,7.61860574423154,9.52559910792231,9.28953479455733,8.67168258718098,8.68611529018449
"hsa-miR-659-5p",2.31614574229336,2.71808758396052,2.74200621086674,1.29278174922785,1.4905701304462,5.13216552547809,5.33485426933163,6.15380533607904,5.50430258316317,4.30524096595448
"hsa-miR-454-5p",2.8011586560937,3.40190347160796,0.443606651475615,3.48284828306847,0.678071905112638,0,0,0,0,0
"hsa-miR-1306-3p",4.8499992594661,4.27426166125705,3.29865831556452,4.25701061820602,2.78031009904338,5.9518675043269,5.93310047493137,7.36937923530375,6.69362634159111,6.5581145385984
"hsa-miR-605-3p",2.31614574229336,2.71808758396052,0.565597175854225,3.26303440583379,1.02856915219677,0,0,0,0,0
