"","GSM2834518","GSM2834519","GSM2834520","GSM2834521","GSM2834522","GSM2834523","GSM2834524","GSM2834525"
"hsa-miR-6859-5p",2.45615022929101,3.04098944152715,3.29901551752699,2.84014051992263,0,0,1.56424861434338,1.71772254865463
"hsa-miR-6859-3p",0,0,0,0,0,0,1.56424861434338,0
"hsa-miR-1302",0,0,0,0,0,0,0,0
"hsa-miR-6723-5p",0,3.04098944152715,0,0,1.4919460182865,1.40713255650195,3.67167908556599,4.83137119099063
"hsa-miR-200b-5p",4.24412732659541,0,0,2.84014051992263,3.56998765353178,3.98812628345661,3.14223986468387,5.04650621784171
"hsa-miR-200b-3p",7.42227650882269,7.50592137475075,7.6112727697381,7.98639283602861,7.48093358069496,7.71984116275672,7.85769281599641,8.23304902020306
"hsa-miR-200a-5p",5.20555033236379,5.6896870141435,4.78279172309752,5.24661284989771,4.61852381873219,4.94193793940648,4.36263429752143,5.74552928830167
"hsa-miR-200a-3p",8.19321877827073,8.47288217563429,8.03260715427077,8.96587874635543,9.06539173912323,8.67035676056937,8.55761307588929,8.29744809034695
"hsa-miR-429",4.5507481839119,5.6896870141435,5.6332394220514,4.99115855002016,4.61852381873219,5.4579381440813,5.58416959017026,5.1431286804372
"hsa-miR-6726-5p",0,0,0,0,0,0,0,0
"hsa-miR-6726-3p",0,0,0,0,0,0,0,0
"hsa-miR-6727-5p",0,0,0,0,0,0,0,0
"hsa-miR-6727-3p",0,0,0,0,0,0,0,0
"hsa-miR-6808-5p",0,0,0,0,0,0,0,0
"hsa-miR-6808-3p",0,3.04098944152715,0,2.84014051992263,2.68662231665492,3.21108634174277,3.67167908556599,2.97590581924466
"hsa-miR-4251",0,0,0,0,0,0,0,0
"hsa-miR-551a",0,0,0,0,0,0,0,0
"hsa-miR-4417",0,0,0,0,0,0,0,0
"hsa-miR-4689",0,0,0,0,0,0,0,0
"hsa-miR-4252",0,0,0,0,0,0,0,0
"hsa-miR-6728-5p",2.45615022929101,0,0,0,1.4919460182865,0,0,1.71772254865463
"hsa-miR-6728-3p",0,0,0,0,0,0,0,0
"hsa-miR-34a-5p",4.5507481839119,4.50409026538253,4.9976775648288,4.28412127997771,4.61852381873219,4.77786799865709,5.39581422391186,3.8811757379101
"hsa-miR-34a-3p",0,0,2.43861710503387,0,1.4919460182865,0,1.56424861434338,0
"hsa-miR-5697",0,3.04098944152715,0,0,1.4919460182865,2.92758944513469,3.14223986468387,0
"hsa-miR-1273d",0,0,0,0,0,0,0,0
"hsa-miR-6729-5p",0,0,0,0,2.20956637803279,0,0,0
"hsa-miR-6729-3p",0,0,0,0,0,0,0,0
"hsa-miR-7846-3p",0,0,0,0,0,0,0,0
"hsa-miR-4632-3p",0,0,0,0,0,0,0,0
"hsa-miR-4632-5p",0,0,0,0,0,0,0,0
"hsa-miR-6730-5p",0,0,0,0,0,0,0,0
"hsa-miR-6730-3p",0,0,0,0,0,0,0,0
"hsa-miR-3675-5p",0,0,0,0,0,0,0,0
"hsa-miR-3675-3p",0,0,0,0,0,0,0,0
"hsa-miR-3972",0,0,0,0,0,0,0,0
"hsa-miR-4695-5p",0,0,0,0,0,0,0,0
"hsa-miR-4695-3p",0,0,0,0,0,0,0,0
"hsa-miR-1290",0,0,0,0,1.4919460182865,2.10574188959336,1.56424861434338,2.47983465821585
"hsa-miR-6084",0,0,0,0,0,0,0,0
"hsa-miR-1256",0,0,0,0,0,0,0,0
"hsa-miR-4418",0,0,0,0,0,0,0,0
"hsa-miR-6127",0,0,0,0,0,0,0,0
"hsa-miR-4684-5p",0,0,0,0,0,0,0,0
"hsa-miR-4684-3p",2.45615022929101,3.04098944152715,0,0,3.04452082945909,0,1.56424861434338,0
"hsa-miR-4253",0,0,0,0,0,0,0,0
"hsa-miR-3115",0,0,0,0,0,0,0,0
"hsa-miR-4419a",0,0,0,0,0,0,0,0
"hsa-miR-378f",0,0,0,0,0,0,0,0
"hsa-miR-6731-5p",0,0,0,0,0,0,0,0
"hsa-miR-6731-3p",0,0,0,0,0,0,0,0
"hsa-miR-4425",0,0,0,0,1.4919460182865,3.21108634174277,0,2.47983465821585
"hsa-miR-3917",0,0,0,2.84014051992263,0,0,0,0
"hsa-miR-1976",0,0,2.43861710503387,2.84014051992263,0,0,2.29703550197336,0
"hsa-miR-4420",0,0,0,0,0,0,0,0
"hsa-miR-4254",0,0,0,0,1.4919460182865,0,0,0
"hsa-miR-5585-5p",0,0,0,0,0,0,0,0
"hsa-miR-5585-3p",0,0,0,0,0,0,0,0
"hsa-miR-3605-5p",3.31831815559703,0,0,2.84014051992263,2.68662231665492,2.10574188959336,1.56424861434338,2.47983465821585
"hsa-miR-3605-3p",2.45615022929101,0,0,0,0,0,2.78066774291027,1.71772254865463
"hsa-miR-552-3p",0,0,0,0,0,0,1.56424861434338,0
"hsa-miR-552-5p",0,0,0,0,0,0,0,0
"hsa-miR-4255",0,0,0,0,0,0,0,0
"hsa-miR-6732-5p",0,0,0,0,0,0,0,0
"hsa-miR-6732-3p",0,0,0,0,0,0,1.56424861434338,0
"hsa-miR-5581-5p",0,0,0,0,0,0,0,0
"hsa-miR-5581-3p",0,0,0,0,0,1.40713255650195,0,0
"hsa-miR-3659",0,0,0,0,0,0,0,0
"hsa-miR-30e-5p",10.6586592522238,9.79824184505198,10.5590285108883,10.6127469732142,11.2085690217214,10.7195061237092,10.7510136590387,10.3174876703963
"hsa-miR-30e-3p",7.38402966644525,7.50592137475075,7.10912825091869,7.71747444807202,8.2551722843654,7.7643705038278,7.85769281599641,7.80121857029028
"hsa-miR-30c-5p",11.1916698963052,11.2683190103679,11.2743095720563,11.724229467939,11.6209653457834,11.6969932646402,11.5448387646189,11.5251090718359
"hsa-miR-30c-1-3p",2.45615022929101,0,0,2.84014051992263,1.4919460182865,2.57441292241611,2.29703550197336,0
"hsa-miR-6733-5p",0,0,0,0,0,1.40713255650195,0,0
"hsa-miR-6733-3p",0,0,0,0,0,0,0,0
"hsa-miR-6734-5p",0,0,2.43861710503387,2.84014051992263,0,1.40713255650195,0,0
"hsa-miR-6734-3p",0,0,0,0,0,0,0,0
"hsa-miR-6735-5p",0,0,0,2.84014051992263,0,1.40713255650195,1.56424861434338,0
"hsa-miR-6735-3p",0,0,0,0,1.4919460182865,0,0,0
"hsa-miR-6079",0,0,0,0,0,0,0,0
"hsa-miR-5584-5p",0,0,2.43861710503387,0,0,1.40713255650195,1.56424861434338,0
"hsa-miR-5584-3p",0,0,0,0,0,0,0,0
"hsa-miR-4421",0,0,0,0,0,0,0,0
"hsa-miR-6500-5p",0,0,0,0,0,0,0,0
"hsa-miR-6500-3p",0,0,0,0,0,0,0,0
"hsa-miR-761",0,0,0,0,0,0,0,0
"hsa-miR-1273f",0,0,0,0,0,0,0,0
"hsa-miR-5095",0,0,0,0,0,0,0,0
"hsa-miR-1273g-5p",0,0,0,0,0,0,0,0
"hsa-miR-1273g-3p",0,0,0,0,0,0,0,0
"hsa-miR-4781-5p",0,0,0,0,0,0,0,0
"hsa-miR-4781-3p",0,0,0,0,0,0,0,0
"hsa-miR-4422",0,0,0,0,0,0,0,0
"hsa-miR-4711-5p",0,0,0,0,0,0,0,0
"hsa-miR-4711-3p",0,0,0,0,0,0,0,0
"hsa-miR-3116",0,0,0,0,0,0,0,0
"hsa-miR-6068",0,3.04098944152715,0,0,0,0,1.56424861434338,0
"hsa-miR-4794",0,0,0,0,1.4919460182865,0,1.56424861434338,0
"hsa-miR-3671",0,0,0,0,0,0,0,0
"hsa-miR-101-5p",0,0,0,0,2.20956637803279,1.40713255650195,0,1.71772254865463
"hsa-miR-101-3p",11.5062594461585,10.9737646950464,11.2561695983939,11.0374551333156,10.1332059760568,9.92790247462201,10.1746365054858,10.2128475587454
"hsa-miR-3117-3p",0,0,0,0,0,0,0,0
"hsa-miR-3117-5p",0,0,0,0,0,0,0,0
"hsa-miR-1262",4.5507481839119,4.50409026538253,4.22379887125554,2.84014051992263,4.9070299762995,5.70639105027857,5.39581422391186,4.94294511767654
"hsa-miR-186-5p",9.46258041383809,8.90152017732073,9.24485592927513,9.77453591295504,9.75763820640635,9.38822947683002,9.57433654845053,9.02414527900158
"hsa-miR-186-3p",0,0,0,0,0,0,0,0
"hsa-miR-7156-5p",0,0,0,0,0,0,0,0
"hsa-miR-7156-3p",0,0,0,0,0,0,0,0
"hsa-miR-4423-5p",0,0,0,0,0,0,0,0
"hsa-miR-4423-3p",0,0,0,0,0,0,0,0
"hsa-miR-7856-5p",0,0,0,0,0,0,0,0
"hsa-miR-760",6.57345929047004,7.71895097888125,6.9113667519951,7.75909876417344,8.16693443573786,8.18048932326735,7.74374755748607,7.35341948938776
"hsa-miR-378g",0,0,4.22379887125554,3.73571669189678,3.56998765353178,2.92758944513469,4.36263429752143,3.34435565786901
"hsa-miR-2682-5p",3.85424641386916,0,2.43861710503387,0,4.61852381873219,4.49039282657826,4.2184022246187,4.71043971530458
"hsa-miR-2682-3p",0,0,0,0,0,1.40713255650195,3.14223986468387,0
"hsa-miR-137",3.31831815559703,0,3.83427180133647,4.28412127997771,4.11387802423365,3.82952095928234,3.14223986468387,1.71772254865463
"hsa-miR-553",0,0,0,0,0,0,0,0
"hsa-miR-7852-3p",0,0,0,0,0,0,0,0
"hsa-miR-197-3p",6.27216463718071,6.33156348513319,6.48259608328815,6.80601677135724,6.89268579012884,7.12697281187541,7.20743005035414,7.01338843592719
"hsa-miR-197-5p",0,0,3.29901551752699,0,2.68662231665492,2.10574188959336,2.78066774291027,3.34435565786901
"hsa-miR-4256",0,0,0,0,0,0,0,0
"hsa-miR-548ac",0,0,0,0,0,0,0,0
"hsa-miR-320b",8.36013524501367,8.4129339612143,8.14953360465127,9.38019476489757,9.05559583075365,9.0353879523419,9.28401561293906,8.68215543849338
"hsa-miR-942-5p",4.24412732659541,4.50409026538253,4.22379887125554,4.28412127997771,4.5079324893069,4.77786799865709,4.61393311947452,3.8811757379101
"hsa-miR-942-3p",0,0,2.43861710503387,0,3.33104673618645,3.65130045179628,2.78066774291027,0
"hsa-miR-6736-5p",0,0,0,0,0,0,0,0
"hsa-miR-6736-3p",0,0,0,0,0,0,0,0
"hsa-miR-5087",0,0,0,0,0,0,0,0
"hsa-miR-6077",0,0,0,0,0,0,0,0
"hsa-miR-6878-5p",0,0,0,0,0,0,1.56424861434338,0
"hsa-miR-6878-3p",0,0,0,0,0,0,0,0
"hsa-miR-4257",0,0,0,0,0,0,0,0
"hsa-miR-554",0,0,0,0,0,0,0,0
"hsa-miR-8083",0,0,0,0,0,0,0,0
"hsa-miR-6737-5p",0,0,0,0,0,0,0,0
"hsa-miR-6737-3p",0,3.04098944152715,0,0,0,2.10574188959336,2.78066774291027,0
"hsa-miR-5698",0,0,0,0,0,0,0,1.71772254865463
"hsa-miR-190b",0,0,0,3.73571669189678,3.56998765353178,3.44791915157965,3.14223986468387,3.34435565786901
"hsa-miR-4258",0,0,0,0,0,0,0,0
"hsa-miR-92b-5p",6.8786654907067,7.50592137475075,7.06217082544972,7.3325588978721,7.67256882146644,7.16068008969081,7.84546764508914,7.59462381210965
"hsa-miR-92b-3p",9.54288822859559,9.58390763884602,9.78993079961898,10.050766217168,10.5385755525909,10.8414272718243,10.8914172083341,10.7367654395952
"hsa-miR-555",0,0,0,0,0,0,0,0
"hsa-miR-6738-5p",0,0,0,0,0,0,0,0
"hsa-miR-6738-3p",0,0,0,0,1.4919460182865,0,0,1.71772254865463
"hsa-miR-9-5p",5.371124625862,4.90314500775654,4.53020134005398,5.46356642219188,2.20956637803279,3.98812628345661,4.61393311947452,5.47554491222549
"hsa-miR-9-3p",5.20555033236379,4.90314500775654,2.43861710503387,0,4.72123790885792,4.59271610828059,2.78066774291027,3.34435565786901
"hsa-miR-765",0,0,0,0,0,0,0,0
"hsa-miR-4259",0,0,0,0,0,0,0,0
"hsa-miR-5187-5p",0,0,0,0,0,0,0,0
"hsa-miR-5187-3p",0,0,0,0,0,0,0,0
"hsa-miR-4654",0,0,0,0,0,0,0,0
"hsa-miR-556-5p",0,0,0,0,0,0,0,0
"hsa-miR-556-3p",0,0,0,0,0,0,0,0
