"","GSM3165497","GSM3165498","GSM3165499","GSM3165500","GSM3165501","GSM3165502","GSM3165503","GSM3165504","GSM3165505","GSM3165506","GSM3165507","GSM3165508","GSM3165509","GSM3165510","GSM3165511","GSM3165512","GSM3165513","GSM3165514","GSM3165515","GSM3165516"
"hsa-let-7a-1-3p",0,4.24792751344359,4.16992500144231,4.75488750216347,3.4594316186373,4.16992500144231,4.90689059560852,2.8073549220576,4.16992500144231,1.58496250072116,3.90689059560852,1,3.90689059560852,0,0,1,0,0,0,3.8073549220576
"hsa-let-7a-1-5p",9.4262647547021,12.078817949962,12.7274950690254,12.759680167211,12.3309168781146,12.7636273517276,14.0498485494506,12.1147183891884,12.3429080337916,12.8519441979995,12.1758613835653,5.85798099512757,11.9395792143147,7.89481776330794,6.2667865406949,6.04439411935845,5.97727992349992,6.71424551766612,7.14974711950468,12.6715410667119
"hsa-let-7a-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-let-7a-2-5p",9.42836017270429,12.0781508077346,12.7281331003062,12.759680167211,12.3300765547975,12.763004829586,14.0495933331794,12.1143930548673,12.3431857154479,12.8517490414161,12.1758613835653,5.85798099512757,11.940313597146,7.88874324889826,6.2667865406949,6.02236781302845,5.97727992349992,6.71424551766612,7.14974711950468,12.6715410667119
"hsa-let-7a-3-3p",0,4.24792751344359,4.16992500144231,4.75488750216347,3.4594316186373,4.16992500144231,4.90689059560852,2.8073549220576,4.16992500144231,1.58496250072116,3.90689059560852,1,3.90689059560852,0,0,1,0,0,0,3.8073549220576
"hsa-let-7a-3-5p",9.4262647547021,12.078817949962,12.726643921484,12.7590559391602,12.3292357417338,12.7623820387104,14.0489125356485,12.1143930548673,12.3423525100878,12.8499914431793,12.1749256825007,5.85798099512757,11.9388444574662,7.88874324889826,6.2667865406949,6.02236781302845,5.97727992349992,6.71424551766612,7.14974711950468,12.6706562491184
"hsa-let-7b-3p",0,4.24792751344359,4.16992500144231,4.95419631038687,4.24792751344359,4.52356195605701,4.75488750216347,3.70043971814109,4.24792751344359,4.64385618977472,4.24792751344359,0,3.32192809488736,0,0,0,0,0,0,3
"hsa-let-7b-5p",4.64385618977472,8.89178370321831,9.69174351917128,10.6662240028032,9.17242750864548,9.52943055414615,11.5289424150649,9.4594316186373,9.85486838326024,10.1150436501617,9.70735913208088,3.70043971814109,10.0940776856719,4.16992500144231,3.32192809488736,2.58496250072116,1.58496250072116,2.58496250072116,3,9.2807707701306
"hsa-let-7c-3p",0,0,0,0,0,1,1.58496250072116,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-let-7c-5p",7.65821148275179,11.429406741514,12.0617087046606,12.2769967392971,11.7279204545632,12.0559602344523,13.4859550611571,11.5240519187178,11.7657004876511,12.2799007158028,11.6320864128352,5.12928301694497,11.471675214392,6.3037807481771,4.90689059560852,4.75488750216347,3.8073549220576,5.61470984411521,5.39231742277876,11.9797824307031
"hsa-let-7d-3p",2.58496250072116,5.6724253419715,5.4594316186373,5.90689059560852,4.75488750216347,5.12928301694497,5.75488750216347,4.85798099512757,5.12928301694497,5.55458885167764,5.08746284125034,0,4.32192809488736,2,0,1,1.58496250072116,0,2.8073549220576,4.52356195605701
"hsa-let-7d-5p",4.16992500144231,6.5077946401987,7.01122725542325,7.11894107272351,6.58496250072116,7.16992500144231,8.04439411935845,6.32192809488736,6.76818432477693,7.09803208296053,6.32192809488736,1,5.61470984411521,2,1,2.32192809488736,1.58496250072116,2,2,7.15987133677839
"hsa-let-7e-3p",0,0,1.58496250072116,2.8073549220576,0,1,3.8073549220576,0,0,1.58496250072116,0,0,0,0,0,0,0,0,0,0
"hsa-let-7e-5p",7.56224242422107,11.2094533656289,11.8041310211833,11.7838167593202,11.4665863377192,11.8237652797897,13.105090051046,11.1996723448364,11.4152135987653,11.9762060901486,11.2761244052742,4.70043971814109,10.7838167593202,6.06608919045777,4.64385618977472,4.70043971814109,3.70043971814109,5.70043971814109,5.28540221886225,11.7944158663501
"hsa-let-7f-1-3p",0,2.8073549220576,1.58496250072116,2.8073549220576,1.58496250072116,1,3.32192809488736,2,1.58496250072116,2.32192809488736,1,0,1.58496250072116,0,0,0,0,0,0,1.58496250072116
"hsa-let-7f-1-5p",9.4093909361377,12.0175044011094,12.6633357234784,12.6098712871788,12.2670792656712,12.7010898248172,13.9077356771757,12.0437108633472,12.2467405984931,12.7420988697783,12.0881256921882,5.78135971352466,11.7262181593322,7.86418614465428,6.20945336562895,6,6.04439411935845,6.64385618977472,7.12928301694497,12.6133290543711
"hsa-let-7f-2-3p",0,3.70043971814109,3.70043971814109,4,3.16992500144231,3.70043971814109,4,2.32192809488736,3.58496250072116,3.4594316186373,2.58496250072116,0,3.58496250072116,0,0,0,0,0,0,3
"hsa-let-7f-2-5p",9.4241662888181,12.0454183970308,12.6889059306127,12.6354914062517,12.3066313617125,12.7291958591321,13.9417812422785,12.0691140617739,12.2705873404475,12.7725207763148,12.1091777033553,5.8073549220576,11.7681843247769,7.88264304936184,6.20945336562895,6,6.06608919045777,6.64385618977472,7.11894107272351,12.6366246205436
"hsa-let-7g-3p",0,2.58496250072116,2,1.58496250072116,1,1.58496250072116,3.58496250072116,0,2.32192809488736,2.8073549220576,1.58496250072116,0,2,0,0,0,0,0,0,1.58496250072116
"hsa-let-7g-5p",5.04439411935845,9.211888294546,10.0028150156071,10.007027266894,9.50977500432694,10.0953970227926,11.047123912114,9.14465824283188,9.79441586635011,10.1369911120802,9.5980525001616,3,9.19229281447077,2.8073549220576,2.8073549220576,2,1.58496250072116,3,2.58496250072116,9.6582114827518
"hsa-let-7i-3p",0,3.4594316186373,3.90689059560852,4.8073549220576,2,4,4.58496250072116,3.16992500144231,3.32192809488736,3.90689059560852,3.16992500144231,0,2,0,0,0,1,0,0,3.58496250072116
"hsa-let-7i-5p",5.6724253419715,9.85642552862553,9.70735913208088,10.5372184005386,8.78463484555752,10.1357092861044,11.211279947482,9.7279204545632,10.0887882387169,9.54689445988764,9.73301532168596,3.58496250072116,9.18239435340453,4.16992500144231,3.32192809488736,2.32192809488736,2.8073549220576,3.4594316186373,4.52356195605701,9.53138146051631
"hsa-miR-1-1-3p",0,1,1,2.32192809488736,0,1,2.58496250072116,0,2.32192809488736,3,3.16992500144231,0,1.58496250072116,0,0,0,0,0,0,2
"hsa-miR-1-1-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-1-2-3p",0,1,1,2.32192809488736,0,1,2.58496250072116,0,2.32192809488736,3,3.16992500144231,0,1.58496250072116,0,0,0,0,0,0,2
"hsa-miR-100-3p",0,1,0,1.58496250072116,0,0,2.8073549220576,1,1.58496250072116,1.58496250072116,1,0,0,0,0,0,0,0,0,0
