"","GSM2835764","GSM2835765","GSM2835766","GSM2835767","GSM2835768","GSM2835769"
"hsa-miR-16-5p",16.4930653062522,16.5237170006889,16.5493790958308,16.9902749867157,16.9202960535302,17.0083787539031
"hsa-miR-191-5p",16.6732419501396,16.5721708589891,16.4366655807101,15.823066841627,16.0333680508714,15.8639123454742
"hsa-miR-21-5p",16.1237777972501,16.266878954348,16.2942680556509,16.1048567160432,15.8976183925408,15.8422248432295
"hsa-miR-182-5p",15.4076968587106,15.7022592888492,15.643890660194,15.1298290384862,15.1826423872452,15.1180912995758
"hsa-let-7i-5p",15.2138608078995,15.5159686162052,15.3545711289163,15.1673957148858,15.3209806619632,15.280370595807
"hsa-miR-30d-5p",15.1532407032562,15.0961327975285,15.0365639216851,14.9841788507672,15.0998715910704,14.9683277407202
"hsa-miR-23a-3p",15.128011806618,14.9045701095752,14.9982868787686,14.761758984062,14.7157835566782,14.8701896367222
"hsa-miR-25-3p",14.7041758050925,14.7592524856863,14.8044158633042,14.8475694863242,14.8550409729554,14.8175511634244
"hsa-miR-93-5p",14.3985753970893,14.2622304778808,14.4020184115301,14.9646501624787,15.0789495311055,15.0226691344565
"hsa-let-7b-5p",14.5308817951475,14.4279088764804,14.4587709656394,14.5708160149263,14.6722223431722,14.8639499270565
"hsa-miR-29a-3p",14.43934209019,14.3579427521627,14.50060452973,14.9076982941903,14.6233422854163,14.564022747733
"hsa-miR-24-3p",14.5762017712695,14.4917416776486,14.6007804594555,14.2378245007098,14.4037500146387,14.5445557531466
"hsa-miR-30a-5p",14.3698196478569,14.714761007627,14.6483137701567,14.0138858366222,13.8694672018676,13.7244329316034
"hsa-miR-27b-3p",14.2343078894598,14.2927676531521,14.3617748590371,13.8996821101441,13.9266902642636,13.8435960315315
"hsa-miR-151a-3p",13.815950952071,13.8329698446409,13.8652079667762,13.9759466413198,14.0380826103275,13.9984844916007
"hsa-miR-125a-5p",13.5795848867342,13.3126193728268,13.2952339290747,14.1980748828353,14.3457064728089,13.8635563780317
"hsa-miR-30c-5p",14.3352544542648,14.2299657892926,14.310063855318,13.0237382878098,13.1886342047419,13.1022166224139
"hsa-miR-196a-5p",13.2997910570734,13.6772243854803,13.6288672765405,13.8388536499088,13.8542067827819,14.2224840146198
"hsa-miR-125b-5p",13.6810320112294,13.416667187097,13.4187837096514,13.8863122257615,14.0661081526215,13.6647162314346
"hsa-miR-3074-5p",13.7330433520374,13.6450682003358,13.7542266927413,13.4368439392432,13.6036330716752,13.7608440398873
"hsa-miR-183-5p",13.4206604731555,13.5989714426846,13.6199190726751,13.5628502401741,13.5540399811971,13.6699030154953
"hsa-miR-200c-3p",12.236433745201,11.7249394881089,11.7685857401836,14.2057932860448,13.9949734061364,14.0903711195032
"hsa-miR-423-5p",13.6977811668728,13.5713673962869,13.5385900027617,13.1048950646186,13.1510055685949,12.8179637221016
"hsa-miR-3184-3p",13.6977811668728,13.5713673962869,13.5385900027617,13.1048950646186,13.1510055685949,12.8179637221016
"hsa-miR-342-3p",13.4279443394301,13.2469390382345,13.1578954714432,13.0804119322541,13.1175920614158,13.0244174513494
"hsa-miR-26a-5p",13.2215775935859,13.1789195701551,13.1549222365546,13.0799849169653,12.9819115137471,13.3862673038937
"hsa-miR-221-3p",12.66607939512,12.7226268583704,12.7954494291044,13.3461793149297,13.1657196249663,13.1401283164686
"hsa-miR-425-5p",13.2887169187742,13.1780685647236,13.0823900609248,12.7378673848122,12.7611337705,12.6646735925818
"hsa-miR-99b-5p",13.0512234724928,12.7581373739005,12.6638858962982,13.0590492639414,13.148126992454,12.9722066847006
"hsa-miR-92a-3p",12.8565437833356,12.7556296922009,12.7436471610594,13.2089973804673,13.0127124918748,12.860354730124
"hsa-miR-27a-3p",12.9244767958341,12.8163210171828,12.9567618107997,12.8431101956481,12.6969639442614,12.919375963135
"hsa-miR-224-5p",12.6365306318359,12.5263726265765,12.5622313284509,12.9460455168278,13.1175079707953,12.8741418063673
"hsa-miR-320a",12.9516587900786,12.753803181842,12.7658432089972,12.6632461857602,12.7929691668247,12.7270740648428
"hsa-miR-30e-5p",12.6506679211661,12.890442854208,12.8912963985148,12.9715924743498,12.5284582456869,12.4099613124625
"hsa-let-7a-5p",12.1461367237442,12.1554036962204,12.2154638864456,12.8588772006821,13.0210080472313,13.3169042809038
"hsa-miR-140-3p",12.8479471163973,12.8220704831186,12.8373703648738,12.2788983633172,12.2661555793564,11.8911983609409
"hsa-miR-10a-5p",12.936924116471,12.6789395829551,12.664469460147,12.3496872267475,12.3354685188434,12.0815735737589
"hsa-miR-30a-3p",12.5918825929374,12.7879687849586,12.7899332016949,11.8428871162592,12.0537152275872,11.9537345442687
"hsa-let-7f-5p",11.8018997389149,12.0414892940683,11.9114534722334,12.6556246263093,12.5235163894023,12.9710136604842
"hsa-miR-103a-3p",11.6422175089153,11.5509248875955,11.6326426277166,12.9362492687724,12.5532898172559,12.9900337433651
"hsa-miR-103b",11.6422175089153,11.5509248875955,11.6326426277166,12.9362492687724,12.5532898172559,12.9900337433651
"hsa-miR-26b-5p",12.0290444278841,12.0216395451024,12.092492505968,12.3343731605441,12.3730065129082,12.8811450362287
"hsa-miR-361-5p",12.4835604737176,12.2998842720177,12.2556512068676,12.0720150666396,12.1533806232752,11.9663620530769
"hsa-miR-503-5p",12.0908814705659,12.3203913573771,12.3539531736316,11.7396114155955,12.2350229059443,11.7989619599387
"hsa-miR-1307-3p",12.0519693351634,11.9986880220139,11.9602741078932,12.1967304813312,12.2267828479494,12.1714803957665
"hsa-miR-100-5p",12.3846144360647,12.2948686480153,12.2520319567746,11.9054383596849,11.8229759487137,11.8189925826158
"hsa-miR-339-5p",12.2180769127262,12.0878982185052,11.9377609424261,12.023097275412,12.0717089028993,11.7067682455931
"hsa-miR-95-3p",12.2242218460134,12.1623050470966,12.2356320241855,11.6790596316265,11.7460838219631,11.7226866688117
"hsa-miR-423-3p",11.901762234278,12.0251771923142,12.0288042094769,11.8909052612896,12.0565251269985,11.6366453496207
"hsa-miR-3184-5p",11.901762234278,12.0251771923142,12.0288042094769,11.8909052612896,12.0565251269985,11.6366453496207
"hsa-miR-574-3p",12.1717987122707,12.0373659639981,12.0669710568939,11.3441668785992,11.5479246309569,11.3347858789926
"hsa-miR-92b-3p",11.8550067834243,11.9831816128198,11.9675434734637,11.5850896011577,11.4086210975264,11.3047957282124
"hsa-let-7g-5p",11.6056149449336,11.626732207291,11.6545445599263,11.6079778695751,11.7515128575425,11.9522238805641
"hsa-miR-30b-5p",12.1035761012257,12.0752777725106,12.2617060392435,10.5606780995642,10.8175883160184,10.6784950333087
"hsa-miR-186-5p",11.6256774243854,11.6933644003159,11.7419234791194,11.3341751189183,11.2449001265924,11.61389464572
"hsa-miR-19b-3p",11.8619203862419,11.9881100318187,12.0140746233823,11.0973209526107,10.549404128362,11.0350096308698
"hsa-let-7e-5p",11.0135109492447,10.948834229243,11.0606725221496,11.8202265382501,11.7781429731767,12.0167589103949
"hsa-miR-203a-3p",10.8810652103752,10.8118825572031,10.8161556818346,11.9842242063481,11.9041892372942,11.9812520995926
"hsa-miR-203b-5p",10.8810652103752,10.8118825572031,10.8161556818346,11.9842242063481,11.9041892372942,11.9812520995926
"hsa-miR-10b-5p",11.4892443557541,11.3863966132122,11.3560361626809,11.6089648215004,11.7254858466485,11.4008062197852
"hsa-miR-128-3p",11.535072228621,11.6609203369573,11.5493649029345,11.407252247753,11.3579845228685,11.368551243289
"hsa-miR-152-3p",11.5209977708064,11.616382775887,11.663719078478,11.2312821536924,11.3075712723033,11.456852275645
"hsa-miR-31-5p",10.7579883528457,10.3743103939473,10.5874635746048,11.8381813969654,11.6180770477931,12.4424616785916
"hsa-miR-106b-3p",11.2192772679744,11.1190624609333,11.0496952794598,11.3594951723146,11.4657550712725,11.4629473126876
"hsa-miR-29c-3p",10.7681881953968,10.9427010415188,11.1531114991468,11.8900935583957,11.5092206293343,11.1478846736205
"hsa-miR-193a-5p",11.1947140474743,10.9655015226291,11.0653936909335,11.2905517309859,11.6781501927932,11.3652251828983
"hsa-miR-629-5p",10.7530383605272,10.7530588799476,10.8387374158896,11.4946437937117,11.6145062721997,11.7582771148723
"hsa-miR-141-3p",9.94365264704206,9.99640210357466,9.97082728788159,11.8522527565525,11.7382299438481,11.9949143537155
"hsa-miR-200b-3p",10.5013889704262,10.0173611558854,10.1314055038759,11.5630550871577,11.5899877546542,11.8964446780774
"hsa-miR-22-3p",11.3861407875064,11.1957358123972,11.3531431950419,10.743991908797,10.7815288153429,11.0331054883411
"hsa-miR-486-5p",11.6374288632994,11.4481266897815,11.3630036456852,10.4314081178267,10.1886752614175,10.3796249948526
"hsa-miR-486-3p",11.6374288632994,11.4481266897815,11.3630036456852,10.4314081178267,10.1886752614175,10.3796249948526
"hsa-miR-132-3p",11.5095127152498,11.2487897945449,11.1775748616625,10.2041977496861,10.5439080087771,10.3733172850037
"hsa-miR-181b-5p",10.6257471150648,10.5984711672162,10.5717877161122,11.1378196082731,11.0872379323596,11.182484114303
"hsa-miR-361-3p",10.882037188923,10.3567685657756,10.385662630695,11.1538683342022,10.9695528800326,11.0632742397316
"hsa-miR-192-5p",10.9042138465067,11.1665150673394,11.1327316879887,10.3993653702231,10.3836453535062,10.4163186010676
"hsa-miR-375",10.5576260325141,10.242017943124,10.2527896289569,10.9152603567618,11.0716968223423,11.2592598887094
"hsa-miR-30e-3p",10.8409728009119,10.9830182863376,11.0070802937249,10.3952523143593,10.3819661286868,10.6162639219697
"hsa-miR-130b-3p",10.8917211283808,10.7088051653783,10.8063181729044,10.4671154049251,10.5780424084904,10.6889333596925
"hsa-miR-421",10.4551140227263,10.3222647558297,10.3352435887409,10.6987253504593,10.8246108937724,11.1237522869775
"hsa-miR-28-3p",10.5326727924332,10.2885985430255,10.2925936598628,10.9053324313005,10.7480255099071,10.9355638414513
"hsa-miR-130a-3p",10.3648280120152,10.1440865853025,10.2682291079821,10.8523095553784,10.6971655407899,11.0712756770029
"hsa-miR-532-5p",10.6826377041957,10.7709290783384,10.7010368884856,10.5032347508786,10.4636212420867,10.3942366132294
"hsa-miR-744-5p",10.2734592302665,10.3507393124618,10.4579094314663,10.7706971092045,10.9699255316709,10.5033411515365
"hsa-miR-767-5p",10.46119702488,10.4010077888149,10.4588068292035,10.6957555741267,10.683597479646,10.631949357569
"hsa-let-7d-5p",9.50280521945628,9.43284085177866,9.63599002231956,10.9886809025327,11.0545816843601,11.3565718228286
"hsa-miR-181a-5p",10.0529882499304,10.1621017825326,10.2075914401976,10.8761161762179,10.6180605041034,10.7479372124156
"hsa-miR-23b-3p",10.2645425473806,9.93486146755492,10.1024117505193,10.7219011366977,10.6402386049828,10.8451241747272
"hsa-miR-425-3p",10.7069759870008,10.8101259370046,10.7586514741535,9.83801678451747,9.87916948568915,9.8770263963878
"hsa-miR-185-5p",10.4788653952735,10.7398939564357,10.7557334640267,9.75770561601495,10.137178269762,10.0353165730569
"hsa-miR-210-3p",9.96154114273741,9.68815020133553,9.87458096297087,10.5647531191746,10.1265208517607,10.2570776016156
"hsa-miR-196b-5p",9.99606774414233,10.3591732301866,10.3391476658226,9.51311259497163,9.61517140342868,9.77817641870109
"hsa-miR-335-5p",9.91418148563884,9.93861814855351,9.97082728788159,9.60857449849979,9.64721312585853,10.101503215334
"hsa-miR-7-5p",8.33157403103773,8.63406534128061,8.54788907159501,10.5921621376433,10.1905950746194,10.6568945074162
"hsa-miR-345-5p",10.140066539143,9.96989883391307,10.152081363586,9.56204073223398,9.58823906440731,9.19630579615906
"hsa-miR-200a-3p",8.82356694521784,8.77159980636151,8.82622418193517,10.3989089426563,10.1854698846553,10.4042890137213
"hsa-miR-3065-5p",9.93805564108199,10.1258435813428,10.1697273061162,9.22254477122721,9.31427573676962,9.1165481757332
"hsa-miR-338-3p",9.93805564108199,10.1258435813428,10.1697273061162,9.22254477122721,9.31427573676962,9.1165481757332
"hsa-miR-339-3p",9.72852052015134,9.5775392732547,9.66815960078953,9.71066901819973,9.91134527432963,9.59721688212192
"hsa-miR-675-3p",6.23968530485348,5.57488213253377,5.33565585654235,10.4363094269801,10.3514009766159,10.7002569628823
"hsa-miR-99b-3p",9.36684775548874,9.26517268259384,9.41244471049942,9.79703498557894,9.73577585154852,9.65630411519751
"hsa-miR-193b-3p",9.65839632139059,9.46742972252581,9.6038982393779,9.47117682185404,9.57556178276518,9.29939397506004
"hsa-miR-222-3p",8.86872289952631,8.8154561531157,9.02229269021928,9.98574806913713,9.86320969270288,9.97945752877331
