"","GSM3939089","GSM3939090","GSM3939091","GSM3939092","GSM3939093","GSM3939094","GSM3939095","GSM3939096","GSM3939097","GSM3939098","GSM3939099","GSM3939100","GSM3939101","GSM3939102","GSM3939103","GSM3939104","GSM3939105","GSM3939106"
"hsa-miR-12122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3194-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3194-3p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4756-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4756-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-296-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-296-3p",0,2,0,1,1,0,0,0,0,0,0,1,0,1.58496250072116,1,0,0,1
"hsa-miR-298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ag",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3195",2.32192809488736,0,0,1.58496250072116,3.16992500144231,2.32192809488736,2.32192809488736,3.16992500144231,2.32192809488736,2.32192809488736,3.16992500144231,2.32192809488736,3.32192809488736,1.58496250072116,0,1,2.8073549220576,2
"hsa-miR-4758-5p",1.58496250072116,3.32192809488736,0,3.16992500144231,1,2,1,0,2,2,0,2.32192809488736,1,2,3.16992500144231,0,1,2.8073549220576
"hsa-miR-4758-3p",3.32192809488736,3.16992500144231,0,2.32192809488736,1,1.58496250072116,0,0,1,1,0,2,0,0,1.58496250072116,0,0,1
"hsa-miR-1-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-124-5p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-124-3p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-3196",0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,1,0,0,1.58496250072116,0,1
"hsa-miR-4326",5.52356195605701,6.14974711950468,1,4.4594316186373,2.8073549220576,3.58496250072116,3.70043971814109,4.16992500144231,4.16992500144231,2.32192809488736,3.32192809488736,4.24792751344359,2.8073549220576,4,5.6724253419715,2.58496250072116,4.16992500144231,3.8073549220576
"hsa-miR-941",8.16490692667569,8.876516946565,5.08746284125034,8.07146236255662,5.39231742277876,6.02236781302845,6.08746284125034,6.79441586635011,6.5077946401987,6.78135971352466,6.35755200461808,7.12928301694497,5.52356195605701,6.52356195605701,9.17242750864548,6.37503943134692,7.01122725542325,7.3037807481771
"hsa-miR-1914-5p",0,2,0,1.58496250072116,0,0,1.58496250072116,0,1,0,0,0,0,0,1,0,0,1
"hsa-miR-1914-3p",0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"hsa-miR-647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6813-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-6813-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-8069",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"hsa-miR-6724-5p",2.58496250072116,2.58496250072116,0,4.24792751344359,3.16992500144231,1.58496250072116,1.58496250072116,3.4594316186373,3,3.4594316186373,1.58496250072116,3.4594316186373,3.70043971814109,2.8073549220576,3.16992500144231,2,1.58496250072116,2.32192809488736
"hsa-miR-10401-5p",6.55458885167764,4.52356195605701,1.58496250072116,2.58496250072116,2,2.8073549220576,2.32192809488736,2.58496250072116,1,3,3.4594316186373,2,2.58496250072116,2,1,2.8073549220576,4.16992500144231,3.4594316186373
"hsa-miR-10401-3p",6.84549005094437,5.16992500144231,2.8073549220576,3.4594316186373,3.32192809488736,3.8073549220576,3.32192809488736,4.39231742277876,3.58496250072116,3.70043971814109,3.8073549220576,3.4594316186373,3.70043971814109,4.4594316186373,3.58496250072116,4.52356195605701,5,5.39231742277876
"hsa-miR-3648",4.8073549220576,4.08746284125034,3,3.32192809488736,4.4594316186373,3.58496250072116,3.4594316186373,2.58496250072116,3,2.58496250072116,2,2.32192809488736,4.85798099512757,2.58496250072116,2.58496250072116,3,3.16992500144231,4.70043971814109
"hsa-miR-10396b-5p",4.08746284125034,4.08746284125034,1,2.32192809488736,3.4594316186373,1.58496250072116,2.58496250072116,2.8073549220576,2,3.32192809488736,2.32192809488736,2.32192809488736,3.8073549220576,4.52356195605701,2.32192809488736,3.16992500144231,3.90689059560852,4.08746284125034
"hsa-miR-10396b-3p",4,3.90689059560852,1,2.58496250072116,3.32192809488736,1,1,2.32192809488736,1.58496250072116,2.32192809488736,2.58496250072116,2.32192809488736,2.8073549220576,3.90689059560852,2.32192809488736,1,3.32192809488736,3.90689059560852
"hsa-miR-10396a-5p",3.58496250072116,2.58496250072116,1,3.16992500144231,2.58496250072116,2,1,2.8073549220576,2.32192809488736,3.58496250072116,2,2.58496250072116,2.8073549220576,3.4594316186373,2.8073549220576,2.58496250072116,2.8073549220576,3.8073549220576
"hsa-miR-10396a-3p",2.58496250072116,3.16992500144231,1,0,2,1.58496250072116,1,2,2,2.58496250072116,1.58496250072116,0,2.32192809488736,3.4594316186373,2.32192809488736,0,2,2.8073549220576
"hsa-miR-99a-5p",6.71424551766612,8.18982455888002,4.32192809488736,5.4262647547021,4.24792751344359,4.90689059560852,4.90689059560852,5.95419631038687,5.35755200461808,4.8073549220576,4.4594316186373,4.52356195605701,1,4.70043971814109,4.95419631038687,4.8073549220576,5.61470984411521,4.24792751344359
"hsa-miR-99a-3p",2.32192809488736,3,0,0,1.58496250072116,0,0,2,0,0,0,0,0,1,1.58496250072116,0,1,0
"hsa-let-7c-5p",8.6582114827518,9.44086916761087,2.8073549220576,6.93073733756289,6.4093909361377,6.2667865406949,6.56985560833095,7.4178525148859,7.16992500144231,6.90689059560852,5.7279204545632,6.95419631038687,3,5.78135971352466,8.35314682549808,5.32192809488736,6.4093909361377,6.16992500144231
"hsa-let-7c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-125b-2-3p",2,2.32192809488736,0,1.58496250072116,0,1.58496250072116,0,1.58496250072116,2,1.58496250072116,1.58496250072116,1.58496250072116,0,1.58496250072116,2.58496250072116,0,0,0
"hsa-miR-548x-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-155-5p",9.35314682549808,10.7936033092794,5.35755200461808,9.52160043972373,7.5077946401987,7.17990909001493,7.97154355395077,8.73809225962049,7.88264304936184,7.94836723158468,7.03342300153745,8.12412131182919,6.18982455888002,7.53915881110803,9.71596199025514,7.32192809488736,8.18982455888002,8.91886323727459
"hsa-miR-155-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6501-5p",0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1
"hsa-miR-6501-3p",0,1,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0,0,0,0,0
"hsa-miR-802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6508-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6508-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4760-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4760-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3197",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"hsa-miR-6814-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-6814-3p",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"hsa-miR-5692b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6070",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6815-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6815-3p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4761-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4761-3p",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-185-5p",9.32867492732795,9.96866679319521,2.32192809488736,8.15987133677839,6.58496250072116,6.14974711950468,6.52356195605701,7.14974711950468,6.94251450533924,6.3037807481771,6.4262647547021,7.10852445677817,4.08746284125034,6.65821148275179,10.5736471874933,6.44294349584873,6.44294349584873,7.14974711950468
"hsa-miR-185-3p",3.16992500144231,4.16992500144231,0,3.32192809488736,0,1,2,2.8073549220576,1.58496250072116,1.58496250072116,2.32192809488736,1.58496250072116,1,2.32192809488736,4.4594316186373,2,1,2.32192809488736
"hsa-miR-3618",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1306-3p",3.4594316186373,3.32192809488736,0,1.58496250072116,1,1.58496250072116,0,2.8073549220576,0,1,1.58496250072116,1,1.58496250072116,1,2.32192809488736,2,1.58496250072116,1
"hsa-miR-1306-5p",2.8073549220576,3,1.58496250072116,2,2.58496250072116,2.8073549220576,2.8073549220576,3.4594316186373,2.32192809488736,2.8073549220576,2.32192809488736,4.64385618977472,0,3.16992500144231,3.58496250072116,1,4.16992500144231,2
"hsa-miR-6816-5p",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
"hsa-miR-6816-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1286",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32192809488736,0,0,0
"hsa-miR-649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-301b-3p",2.8073549220576,2,0,1,0,0,0,0,1.58496250072116,0,0,1.58496250072116,0,0,2.8073549220576,0,2,1
"hsa-miR-301b-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-130b-5p",2.8073549220576,3.4594316186373,0,2.58496250072116,1.58496250072116,1,2.58496250072116,1.58496250072116,2.58496250072116,2.32192809488736,2.32192809488736,2,0,1,5.08746284125034,0,1,2.58496250072116
"hsa-miR-130b-3p",8.35314682549808,8.89481776330794,0,4.64385618977472,4,2,3.16992500144231,4,4.24792751344359,3.58496250072116,4.32192809488736,4.4594316186373,1.58496250072116,4,7.4757334309664,3.4594316186373,4.08746284125034,4.08746284125034
"hsa-miR-650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5571-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5571-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6817-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6817-3p",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548j-5p",3,2,0,2.32192809488736,0,2.8073549220576,2,1.58496250072116,0,0,1.58496250072116,2.58496250072116,1,0,4.4594316186373,0,1.58496250072116,2.32192809488736
"hsa-miR-548j-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-3199",1,1,0,1.58496250072116,0,0,0,1.58496250072116,0,0,0,0,0,1.58496250072116,2,1,0,1
"hsa-miR-5739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6818-5p",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-6818-3p",0,0,0,0,1,0,0,1,1,1,0,1,1.58496250072116,0,1.58496250072116,0,0,1
"hsa-miR-3200-5p",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"hsa-miR-3200-3p",4.70043971814109,4.52356195605701,0,1.58496250072116,0,1,1,2,1,2.32192809488736,1.58496250072116,1,0,2,4.4594316186373,1,0,1
"hsa-miR-3928-3p",3.16992500144231,4.08746284125034,0,2.8073549220576,1,0,1,1,1,1,1,1.58496250072116,1,1,3.4594316186373,1,2,0
"hsa-miR-3928-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-7109-5p",0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-7109-3p",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4764-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4764-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3909",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-6069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6819-5p",0,1.58496250072116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-6819-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-658",0,0,0,0,2,1,1.58496250072116,1,1,1,0,0,1,2.58496250072116,1.58496250072116,2.58496250072116,3.16992500144231,1.58496250072116
"hsa-miR-659-3p",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-659-5p",0,3,0,2.32192809488736,0,0,0,0,1.58496250072116,0,0,1.58496250072116,0,0,2.32192809488736,0,0,1.58496250072116
"hsa-miR-6820-5p",0,2.32192809488736,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6820-3p",0,0,0,1,0,0,1,0,0,1,0,1,1,0,1.58496250072116,0,0,1
"hsa-miR-4534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4766-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-4766-3p",0,1,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,1.58496250072116
"hsa-miR-1281",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"hsa-miR-6889-5p",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-6889-3p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-33a-5p",3.70043971814109,5.04439411935845,0,4.16992500144231,3.32192809488736,2.32192809488736,3.16992500144231,2,2.58496250072116,3,1.58496250072116,3.16992500144231,1,2.58496250072116,4.52356195605701,1.58496250072116,2,2.32192809488736
"hsa-miR-33a-3p",1.58496250072116,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1
"hsa-miR-378i",1,3.58496250072116,0,0,0,0,0,1,0,0,1.58496250072116,0,0,1.58496250072116,1.58496250072116,1,0,1
"hsa-miR-1249-3p",0,0,0,1.58496250072116,0,1,0,1,0,1,0,1,1,0,1.58496250072116,0,0,0
"hsa-miR-1249-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4762-5p",0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"hsa-miR-4762-3p",1.58496250072116,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-3619-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3619-3p",1.58496250072116,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-let-7a-3p",7.37503943134692,7.94836723158468,1.58496250072116,6.33985000288462,4.08746284125034,5.08746284125034,4.58496250072116,5.49185309632967,5.55458885167764,4.64385618977472,4.90689059560852,6,1,4.75488750216347,7.60733031374961,4.08746284125034,4.39231742277876,4.8073549220576
"hsa-miR-4763-5p",1.58496250072116,0,0,1,0,0,0,0,1,1.58496250072116,1.58496250072116,2.32192809488736,0,0,0,0,1,0
"hsa-miR-4763-3p",0,0,0,1,0,0,0,0,1,1.58496250072116,1.58496250072116,2.32192809488736,0,0,0,1,1,0
"hsa-let-7b-5p",14.2629757012279,14.7167658843161,8.76487159073609,13.6988131686349,12.3481748675356,11.806549621986,12.0003521774803,12.9031286768123,12.7762273885073,12.4601998950596,11.9837061926593,13.3285346896568,10.3241805466187,11.9516489859046,15.252369767926,11.7414669864011,11.9277779620823,13.237060543838
"hsa-let-7b-3p",5.39231742277876,6.14974711950468,0,4.70043971814109,2.58496250072116,3,3.4594316186373,4.08746284125034,4.32192809488736,3.16992500144231,3.90689059560852,4.08746284125034,2.58496250072116,3.16992500144231,6.02236781302845,2.8073549220576,3.16992500144231,4.16992500144231
"hsa-miR-3201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4535",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3667-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3667-3p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-6821-5p",1.58496250072116,1.58496250072116,0,2.58496250072116,1,2,1.58496250072116,2.58496250072116,2.58496250072116,2,2,3.8073549220576,0,1.58496250072116,2.32192809488736,1,3,2
"hsa-miR-6821-3p",0,0,0,1.58496250072116,0,1,0,1,1.58496250072116,0,1,2.32192809488736,0,1,2.32192809488736,0,1,1
"hsa-miR-12114",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4790-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4790-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-378b",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-885-5p",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-885-3p",0,1.58496250072116,1,0,0,1,1,0,0,1.58496250072116,0,0,0,1,0,0,0,0
"hsa-miR-4270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4791",3.16992500144231,3.32192809488736,0,1.58496250072116,1,0,0,1,1,1,0,0,0,1,0,0,0,0
"hsa-miR-3135a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-466",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ay-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
