"","GSM2837754","GSM2837755","GSM2837756","GSM2837757","GSM2837758","GSM2837759","GSM2837760","GSM2837761","GSM2837762","GSM2837763","GSM2837764","GSM2837765","GSM2837766","GSM2837767","GSM2837768","GSM2837769","GSM2837770","GSM2837771","GSM2837772","GSM2837773","GSM2837774","GSM2837775","GSM2837776","GSM2837777"
"hsa-let-7a-1-3p",9.35974956032233,9.56985560833095,7.76818432477693,7.08746284125034,7.74146698640115,7.89481776330794,7.51569983828404,6.70043971814109,7.4093909361377,4.64385618977472,3,3.16992500144231,7.89481776330794,1,3.90689059560852,4.16992500144231,5.28540221886225,2.32192809488736,0,1.58496250072116,9.42206476617281,3.70043971814109,3.8073549220576,4.4594316186373
"hsa-let-7a-1-5p",16.1619585182741,16.3494021856249,14.3307768582144,14.0785678077783,14.8375293850624,14.6621676618875,14.2187145810675,13.4191701650285,15.4721196382425,12.103287808412,10.4797802640291,10.7372473430277,13.706064267335,7.38370429247405,9.69522829149575,11.0230612497353,9.90237511448603,8.63299519714296,6.32192809488736,8.96578428466209,16.2697841597476,10.1459321458205,9.5018371849023,11.7899411283909
"hsa-let-7a-2-3p",3.4594316186373,4.16992500144231,2.58496250072116,0,0,2,2.58496250072116,0,1.58496250072116,1,1,0,1.58496250072116,0,0,0,1,0,0,0,3.16992500144231,0,0,1
"hsa-let-7a-2-5p",16.1605805295375,16.3487627276052,14.3300065057556,14.0783176222161,14.8383668294953,14.6619450667023,14.2203783276952,13.4194335507054,15.4717069634934,12.1052537797009,10.4817994316658,10.7414669864011,13.7046601844593,7.38370429247405,9.69348695749933,11.025831668332,9.90237511448603,8.62935662007961,6.32192809488736,8.96289600533726,16.2691632137111,10.1472049249422,9.5018371849023,11.7948219733312
"hsa-let-7a-3-3p",9.35974956032233,9.56605403817109,7.76818432477693,7.07681559705083,7.73470962022584,7.89481776330794,7.51569983828404,6.70043971814109,7.4093909361377,4.64385618977472,3,3.16992500144231,7.89481776330794,1,3.90689059560852,4.16992500144231,5.28540221886225,2.32192809488736,0,1.58496250072116,9.42206476617281,3.70043971814109,3.8073549220576,4.4594316186373
"hsa-let-7a-3-5p",16.1605214434545,16.3495922401213,14.3303567169579,14.0807342671818,14.8359516991247,14.6629464746839,14.2195466942149,13.420618191561,15.471675214392,12.1039434298916,10.4797802640291,10.7389366816761,13.7070355248327,7.38370429247405,9.69696752623429,11.025831668332,9.90989308377004,8.63299519714296,6.32192809488736,8.97154355395077,16.2702770736359,10.1433832139898,9.50382573799575,11.7927902943011
"hsa-let-7b-3p",8.56224242422107,8.7279204545632,7.12928301694497,5.83289001416474,7.28540221886225,7.09803208296053,6.79441586635011,6,8.25266543245025,4.16992500144231,3.58496250072116,4.24792751344359,7.76818432477693,2,3.32192809488736,1.58496250072116,5.39231742277876,1,0,2.8073549220576,9.56795607541547,2,3,4.39231742277876
"hsa-let-7b-5p",15.8694251591198,14.8424485627719,12.954378090144,11.1130909834424,13.7112367677938,13.2143191208008,12.6015386759398,10.6969675262343,14.8545762313052,11.1598713367784,8.64745842645492,8.95419631038687,14.5868984138448,7.18982455888002,8.14974711950468,8.70043971814109,11.2124963851939,7.53138146051631,3.90689059560852,6.53915881110803,16.2293445772039,9.26912667914942,7.75488750216347,9.43045255166553
"hsa-let-7c-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-let-7c-5p",10.4553272203046,9.27844945822048,9.52943055414615,7.59245703726808,8.6582114827518,8.35755200461808,8.32192809488736,7.28540221886225,9.66888498426625,7.467605550083,6.08746284125034,6.65821148275179,10.0701209444768,5,6.85798099512757,6.75488750216347,7.75488750216347,4.64385618977472,2.32192809488736,3.4594316186373,10.4439795426013,7.85174904141606,7,7.91288933622996
"hsa-let-7d-3p",9.4178525148859,9.98441845880114,8.35314682549808,8.2807707701306,7.99435343685886,8.06608919045777,8.59245703726808,8.16992500144231,7.49185309632967,4.70043971814109,5.55458885167764,5.78135971352466,6.82017896241519,3,4.90689059560852,5,3,2.58496250072116,0,3.8073549220576,8.85798099512757,4.16992500144231,4.85798099512757,6.62935662007961
"hsa-let-7d-5p",12.135388651579,12.6188443017667,10.9964734887332,9.4178525148859,10.6733090755617,10.9395792143147,10.8415643477306,8.84862294042934,10.2167458581953,8.11374216604919,6.4757334309664,6.4757334309664,9.52356195605701,3.70043971814109,6.02236781302845,6.10852445677817,6.16992500144231,4.16992500144231,2,4,11.3398500028846,6.10852445677817,5.55458885167764,7.78135971352466
"hsa-let-7e-3p",5.35755200461808,6.08746284125034,4.4594316186373,4,3.58496250072116,4.08746284125034,3.4594316186373,2.8073549220576,3.8073549220576,1.58496250072116,1,1.58496250072116,4.16992500144231,1,1,0,1,0,0,0,5.83289001416474,2,1,1.58496250072116
"hsa-let-7e-5p",12.182704710519,12.3638609767295,11.1305705628054,9.58683978796183,10.8017083589165,10.4220647661728,10.4439795426013,8.62205181945638,11.7064960180612,9.20945336562895,8.62570884306447,8.18487534290828,11.0042204663182,5.39231742277876,7.59991284218713,7.63662462054365,7.2667865406949,6.10852445677817,3.16992500144231,6.08746284125034,12.6017707884077,7.4262647547021,7.62935662007961,8.97727992349992
"hsa-let-7f-1-3p",7.03342300153745,7.59245703726808,5.78135971352466,4.39231742277876,4.85798099512757,5.64385618977472,5.32192809488736,4.16992500144231,4.75488750216347,2.8073549220576,1.58496250072116,1,4.70043971814109,0,1,1,2.58496250072116,1.58496250072116,0,0,6.52356195605701,0,2,0
"hsa-let-7f-1-5p",15.0974560746662,16.9061859826319,15.0466124692581,14.3246024900897,14.7364547840665,15.3336445534682,15.6864731699942,13.7099453802325,14.207090602797,12.8720976868079,11.5612879451648,11.4014128787142,12.6693280043959,7.58496250072116,10.6768386064742,11.4998458870832,9.43879185257826,9.38586240064146,6.4093909361377,9.64745842645492,14.8171335629802,10.769011321097,10.7632123668144,12.5710415476011
