"","GSM4159915","GSM4159916","GSM4159917","GSM4159918","GSM4159919","GSM4159920"
"hsa-let-7a-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-let-7a-5p",8.3232,8.455102,9.864951,9.779942,7.367517,8.285533
"hsa-let-7b-3p",5.43829,5.2986965,5.162232,5.0792494,5.34753,5.147038
"hsa-let-7b-5p",11.02202,11.724351,12.332582,13.382272,9.582797,11.0218935
"hsa-let-7c-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-let-7c-5p",7.3172736,7.6777377,8.995117,10.420636,5.834072,7.4812098
"hsa-let-7d-3p",2.4373498,2.4204857,2.416192,2.4104729,2.4020789,2.4840994
"hsa-let-7d-5p",5.458041,4.9289765,7.325695,8.143363,5.0634565,4.889586
"hsa-let-7e-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-let-7e-5p",7.2982965,6.6704707,9.238907,9.24331,5.5579834,6.8050313
"hsa-let-7f-1-3p",5.346318,5.1456523,4.8643417,4.836545,5.2219996,4.845019
"hsa-let-7f-2-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-let-7f-5p",6.59901,6.800958,8.043971,8.404951,6.1923804,7.4387407
"hsa-let-7g-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-let-7g-5p",8.709895,8.429919,9.050846,10.31518,6.4842763,7.601262
"hsa-let-7i-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-let-7i-5p",6.103527,6.7832804,8.322778,9.948059,5.91339,8.751081
"hsa-miR-1-3p",2.321928195,2.321928195,2.321928195,2.4104729,2.321928195,2.5810907
"hsa-miR-1-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-100-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-100-5p",9.743643,9.514759,11.036261,11.788299,9.417426,11.522062
"hsa-miR-101-3p",2.4373498,2.4204857,3.338372,3.2771657,2.321928195,3.71034
"hsa-miR-101-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-103a-2-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-103a-3p",2.321928195,2.4204857,2.416192,2.4104729,2.321928195,2.3762262
"hsa-miR-103b",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-105-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-105-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-106a-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-106b-3p",2.321928195,2.321928195,2.321928195,2.4104729,2.321928195,2.321928195
"hsa-miR-106b-5p",2.321928195,2.321928195,2.416192,4.300884,2.4020789,2.518734
"hsa-miR-107",2.4373498,2.6951833,3.4734476,4.259547,2.4020789,3.7560174
"hsa-miR-10a-3p",4.3218136,4.523631,4.4789643,4.2806697,4.5220656,3.8873472
"hsa-miR-10a-5p",3.6917477,3.7214708,5.66295,4.4754777,3.1836677,5.343091
"hsa-miR-10b-3p",3.175096,3.2856693,3.3678925,3.0928144,3.233298,3.6393945
"hsa-miR-10b-5p",5.0098643,4.887154,6.4022117,5.5101247,4.2185264,7.057905
"hsa-miR-1178-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1178-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1179",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1180-3p",2.801086,2.4204857,2.8039353,2.4104729,2.4020789,3.6811252
"hsa-miR-1180-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1181",2.4373498,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1182",7.409083,7.276709,6.9767303,6.861299,7.448288,7.4164023
"hsa-miR-1183",2.4373498,2.4204857,2.416192,2.4104729,2.4020789,2.9030936
"hsa-miR-1184",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1185-1-3p",6.517568,6.257038,6.1892633,6.3884025,6.6312785,6.20364
"hsa-miR-1185-2-3p",6.0338078,5.9189634,5.7142863,5.7669973,5.9729958,5.9349523
"hsa-miR-1185-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1193",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1197",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1199-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1199-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1200",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1202",9.210569,9.024078,9.292587,8.737077,9.135843,9.092675
"hsa-miR-1203",2.4373498,2.4204857,2.416192,2.4104729,2.4020789,2.3219287
"hsa-miR-1204",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1205",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1206",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1207-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1207-5p",9.883453,9.746066,9.77197,9.197864,9.802249,9.682047
"hsa-miR-1208",2.4373498,2.4204857,2.416192,2.4104729,2.321928195,2.321928195
"hsa-miR-122-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-122-5p",3.9310668,3.7845592,6.6149225,5.8650484,2.4020789,4.216208
"hsa-miR-1224-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1224-5p",6.998238,6.6132736,5.917354,6.6119294,5.4384785,5.20034
"hsa-miR-1225-5p",11.534282,11.408433,11.115027,10.983715,11.36305,10.989821
"hsa-miR-1226-3p",2.4373498,2.321928195,2.321928195,2.4104729,2.321928195,2.321928195
"hsa-miR-1226-5p",5.638981,5.514388,5.685374,5.8152485,5.103116,8.589837
"hsa-miR-1227-3p",3.5220609,3.2918153,2.907333,2.9853532,3.209045,2.4282439
"hsa-miR-1227-5p",2.4373498,2.4204857,2.4832225,2.4104729,2.321928195,2.3219287
"hsa-miR-1228-3p",7.760527,7.544633,7.4990864,7.4190717,7.682714,7.511987
"hsa-miR-1228-5p",2.4373498,2.321928195,2.321928195,2.321928195,2.321928195,2.453986
"hsa-miR-1229-3p",2.4373498,2.4204857,2.416192,2.4104729,2.4020789,2.321928195
"hsa-miR-1229-5p",8.557842,8.16069,8.173673,7.970918,8.585876,8.3932905
"hsa-miR-1231",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1233-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1233-5p",2.4373498,2.321928195,2.416192,2.4104729,2.321928195,2.3219287
"hsa-miR-1234-3p",5.021152,4.7693067,4.591839,4.6252027,4.8569818,4.2673926
"hsa-miR-1236-3p",6.3819737,6.030126,6.023042,5.9848776,6.2464247,5.0082555
"hsa-miR-1236-5p",5.2645574,5.137713,5.1372213,5.3738446,5.135168,5.049339
"hsa-miR-1237-3p",8.495829,8.307263,8.0596895,7.9853725,8.358639,7.886741
"hsa-miR-1237-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1238-3p",7.8934526,7.7021914,7.572094,7.4715433,7.8249063,7.1827025
"hsa-miR-1238-5p",5.9551845,5.6872125,5.454424,5.339266,5.7462277,4.8375397
"hsa-miR-124-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-124-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1243",2.4373498,2.4204857,2.321928195,2.4104729,2.776707,3.791875
"hsa-miR-1244",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1245a",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1245b-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1245b-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1246",3.940814,3.3863478,5.3702264,5.852827,3.2868686,6.467144
"hsa-miR-1247-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1247-5p",2.9193559,2.4204857,2.416192,2.604245,2.5665572,2.3736703
"hsa-miR-1248",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1249-3p",9.590113,9.348931,9.374596,9.012945,9.380395,8.93703
"hsa-miR-1249-5p",2.985372,2.812998,2.416192,2.9950254,2.4020789,2.5253682
"hsa-miR-1250-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1250-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1251-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1251-5p",2.4373498,2.518406,2.416192,2.4104729,2.4020789,2.4200673
"hsa-miR-1252-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1252-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1253",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1254",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1255a",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1255b-2-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1255b-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1256",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1257",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1258",6.4802923,6.2387385,5.802466,5.2896223,5.691222,8.003058
"hsa-miR-125a-3p",4.2234535,3.9662492,4.275003,4.3592806,4.098476,4.392145
"hsa-miR-125a-5p",2.321928195,2.321928195,2.416192,2.4104729,2.321928195,2.321928195
"hsa-miR-125b-1-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-125b-2-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-125b-5p",2.4373498,2.4204857,2.416192,2.4104729,2.4020789,2.321928195
"hsa-miR-126-3p",2.321928195,2.321928195,2.416192,2.321928195,2.321928195,2.321928195
"hsa-miR-126-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1260a",2.4373498,2.4204857,2.416192,2.4104729,2.4020789,2.321928195
"hsa-miR-1260b",2.4373498,2.4204857,2.416192,2.4104729,2.4020789,2.321928195
"hsa-miR-1261",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1262",2.4373498,2.4204857,2.882099,2.947336,2.4020789,2.5034037
"hsa-miR-1263",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1264",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1265",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1266-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1266-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1267",2.4373498,2.4204857,2.416192,2.4104729,2.4020789,2.4315565
"hsa-miR-1268a",9.694413,9.413619,8.49795,10.586901,8.490091,9.389591
"hsa-miR-1268b",12.276562,12.308383,11.36074,12.389286,11.503169,11.605151
"hsa-miR-1269a",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.5028343
"hsa-miR-1269b",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-127-3p",2.321928195,2.321928195,2.321928195,2.4104729,2.321928195,2.321928195
"hsa-miR-127-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1270",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.3219287
"hsa-miR-1271-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1271-5p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1272",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1273a",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1273c",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1273d",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
"hsa-miR-1273e",5.4904203,5.6781282,4.439234,6.051824,5.199439,4.4738064
"hsa-miR-1273f",5.7848864,5.388744,5.251129,5.1881623,5.8143067,6.2632747
"hsa-miR-1273g-3p",2.321928195,2.321928195,2.321928195,2.321928195,2.321928195,2.321928195
