"","GSM4224377","GSM4224378","GSM4224379","GSM4224380","GSM4224381","GSM4224382","GSM4224383","GSM4224384","GSM4224385","GSM4224386","GSM4224387","GSM4224388","GSM4224389","GSM4224390","GSM4224391","GSM4224392","GSM4224393","GSM4224394"
"hsa-miR-361-3p",8.55074678538324,3.70043971814109,10.2644426002266,3.32192809488736,3.32192809488736,1.58496250072116,7.05528243550119,0,7.99435343685886,9.01680828768655,9.81378119121704,10.0687782779854,1,2,1,11.0953970227926,8.18982455888002,10.0168082876866
"hsa-miR-455-3p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"hsa-miR-4650-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-942-5p",1.58496250072116,0,3.58496250072116,0,0,0,2.32192809488736,0,2.58496250072116,1.58496250072116,3.32192809488736,3.4594316186373,0,0,0,4.08746284125034,2.8073549220576,2.8073549220576
"hsa-miR-4465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4540",0,0,0,0,0,0,1,0,0,0,1.58496250072116,0,0,0,1,0,0,0
"hsa-miR-378e",1.58496250072116,0,2.8073549220576,0,0,0,0,0,0,2.32192809488736,2.8073549220576,1.58496250072116,0,0,0,2,0,1
"hsa-miR-1263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-320a-3p",8.06608919045777,6.20945336562895,12.9652431725569,3,4.32192809488736,5,9.86727873970966,0,10.2562086885274,11.7573900093666,12.7355560239115,12.0884570034862,5,4.85798099512757,4.24792751344359,12.859146495426,11.5868397879618,11.9329528921947
"hsa-miR-4639-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4666a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6807-3p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-1246",0,2.58496250072116,9.0389189892923,1,2.32192809488736,5.90689059560852,2.58496250072116,0,6.16992500144231,5,6.93073733756289,7.33985000288462,1,1.58496250072116,3.8073549220576,6.2667865406949,4.58496250072116,5.8073549220576
"hsa-miR-4760-3p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-3162-5p",0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"hsa-miR-597-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-140-3p",8.77807712953536,2.58496250072116,9.17492568250068,1.58496250072116,2.58496250072116,1,6.4093909361377,1.58496250072116,4.58496250072116,10.8368393597487,10.0768155970508,8.46352437327118,1.58496250072116,0,1,9.79441586635011,5.88264304936184,5.93073733756289
"hsa-miR-29b-1-5p",1,0,2,0,0,0,1,0,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,0,0,0,3,1,1
"hsa-miR-4421",0,0,0,0,0,1.58496250072116,0,0,1,0,0,1,0,0,0,0,0,0
"hsa-miR-367-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3127-5p",0,0,1.58496250072116,0,0,0,1,0,1,0,2.58496250072116,0,0,0,0,4.75488750216347,1,2.32192809488736
"hsa-miR-5703",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-532-3p",2.32192809488736,1,4.95419631038687,2.58496250072116,2.32192809488736,0,2,0,4.52356195605701,3,4.64385618977472,3.58496250072116,1.58496250072116,1,0,6.2667865406949,4.75488750216347,5.61470984411521
"hsa-miR-6819-3p",0,0,1,0,0,0,0,0,0,0,1,1,0,1.58496250072116,4.4594316186373,3,1.58496250072116,4.16992500144231
"hsa-miR-4438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-324-3p",2,1.58496250072116,7.24792751344359,1.58496250072116,0,0,5.4594316186373,0,5.64385618977472,6.76818432477693,6.65821148275179,6.02236781302845,2,0,0,8.56224242422107,5.70043971814109,6.6724253419715
"hsa-miR-12124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-9851-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6738-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"hsa-miR-1-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4789-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.58496250072116,0,1
"hsa-miR-519b-3p",0,0,2,0,0,1.58496250072116,0,0,0,3,0,0,0,0,0,1,1,0
"hsa-miR-603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-548ay-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7155-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1252-3p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"hsa-miR-589-5p",3.58496250072116,0,5.70043971814109,0,0,0,2.32192809488736,0,2,4,5.97727992349992,3.32192809488736,0,0,0,4.95419631038687,4.16992500144231,3.58496250072116
"hsa-miR-619-3p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1283",2.58496250072116,0,4.08746284125034,0,0,0,2.32192809488736,0,0,7.05528243550119,5.90689059560852,1,1,0,0,7.38370429247405,3.16992500144231,0
"hsa-miR-4527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-27a-3p",10.1124395067816,2.8073549220576,8.98299357469431,3,3.4594316186373,2,8.93957921431469,1,4.58496250072116,13.6351512683176,10.2252074369435,7.03342300153745,4.52356195605701,1.58496250072116,1.58496250072116,13.0738068471785,7.82017896241519,6.59991284218713
"hsa-miR-5196-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,1.58496250072116
"hsa-miR-6740-5p",0,0,1,0,0,0,2,0,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,0,0,0,0,2,0
"hsa-miR-346",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-301b-3p",1.58496250072116,0,1.58496250072116,0,0,0,0,0,0,5.20945336562895,1.58496250072116,2,0,1,0,2.58496250072116,1,0
"hsa-miR-3606-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-513b-3p",0,0,0,0,0,0,0,0,1,0,1,1.58496250072116,0,0,0,0,1,0
"hsa-miR-129-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-320a-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.58496250072116,0,1
"hsa-miR-6767-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-3191-3p",1,0,1,1,0,1.58496250072116,0,0,1,0,1,0,0,1,1,2.32192809488736,0,2.32192809488736
"hsa-miR-345-3p",1.58496250072116,0,2.32192809488736,1,0,0,0,0,1,1.58496250072116,2.8073549220576,2,0,0,0,3.16992500144231,2,3
"hsa-miR-548c-5p_hsa-miR-548o-5p_hsa-miR-548am-5p",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8073549220576,0,1
"hsa-miR-876-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0
"hsa-miR-3183",0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,3.8073549220576,1,2.32192809488736
"hsa-miR-6088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116
"hsa-miR-576-5p",2,0,5.6724253419715,0,0,0,4.75488750216347,0,2.8073549220576,5.52356195605701,7,4.08746284125034,1.58496250072116,1,0,6.89481776330794,4.58496250072116,3.90689059560852
"hsa-miR-6817-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-362-5p",0,0,3.16992500144231,0,0,0,1,0,1.58496250072116,1.58496250072116,4.4594316186373,2.58496250072116,0,0,0,4.32192809488736,2.58496250072116,2.8073549220576
"hsa-miR-214-3p",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"hsa-miR-569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6827-5p",1.58496250072116,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"hsa-miR-6796-3p",0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1.58496250072116
"hsa-miR-3136-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-627-5p",2,0,2.32192809488736,0,0,0,1,0,0,5,3.70043971814109,1.58496250072116,0,0,0,3.4594316186373,2,1
"hsa-miR-1269b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-370-3p",0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,1.58496250072116,0,2
"hsa-miR-1247-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-4270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-148a-5p",5.28540221886225,2.8073549220576,8.21431912080077,1.58496250072116,0,0,6.91886323727459,0,5,7.4757334309664,9.45738087907253,8.2667865406949,2.32192809488736,0,1.58496250072116,9.89330153086056,7.53915881110803,6.4262647547021
"hsa-miR-553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0
"hsa-miR-4728-3p",0,0,2.32192809488736,0,0,0,1,0,0,2.58496250072116,2.32192809488736,2.58496250072116,0,0,0,3.4594316186373,2.32192809488736,3.4594316186373
"hsa-miR-570-5p_hsa-miR-548ai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-5089-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4687-3p",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.58496250072116,0,1.58496250072116
"hsa-miR-4721",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"hsa-miR-6886-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-95-5p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5007-5p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-3156-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-6884-3p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.58496250072116
"hsa-miR-34c-5p",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-6785-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5580-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-411-5p",1,0,1.58496250072116,0,0,0,0,0,0,1.58496250072116,1,0,0,0,0,1,0,0
"hsa-miR-548m",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-11401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3155b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4709-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
"hsa-miR-187-5p",2,0,3.90689059560852,0,0,1,2,0,3.8073549220576,2.32192809488736,4.16992500144231,5.75488750216347,0,1.58496250072116,0,3.90689059560852,3.4594316186373,6.02236781302845
"hsa-miR-944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-22-3p",10.270295326472,7.15987133677839,14.1388317439172,5.64385618977472,4.95419631038687,7,12.311748315005,2,9.66533591718518,13.5808473985928,13.8998289317743,11.8986013874039,7.16992500144231,6.24792751344359,6.37503943134692,14.8747412626087,12.3168471836025,12.4571243315408
"hsa-miR-6722-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0
"hsa-miR-3184-3p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-367-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3200-3p",2,0,2.32192809488736,0,0,0,2.58496250072116,0,1,3.70043971814109,3,0,0,0,0,5.8073549220576,1,2.32192809488736
"hsa-miR-3680-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6820-3p",2,0,4.85798099512757,0,1,0,1,0,1,2.8073549220576,3.8073549220576,3,0,0,0,3.58496250072116,2.8073549220576,3.16992500144231
"hsa-miR-6780b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-3939",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"hsa-miR-6508-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0
"hsa-miR-124-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-218-5p",4.24792751344359,1,4.32192809488736,0,0,0,1.58496250072116,0,0,8.10852445677817,4.8073549220576,4.16992500144231,1.58496250072116,0,2.8073549220576,7.35755200461808,2.58496250072116,3.32192809488736
"hsa-miR-4292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,0,0,0
"hsa-miR-4716-3p",0,0,0,0,0,0,0,0,0,2.32192809488736,1.58496250072116,0,0,0,0,2.58496250072116,0,1
"hsa-miR-6832-3p",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"hsa-miR-6724-5p",2.32192809488736,0,4.75488750216347,1,3.32192809488736,4.08746284125034,4,0,5.78135971352466,3.32192809488736,6.06608919045777,4,0,1.58496250072116,1,5.08746284125034,6,5.4594316186373
"hsa-miR-668-3p",0,0,1,0,0,0,0,0,1.58496250072116,2,2.58496250072116,2,2,0,1.58496250072116,2.32192809488736,0,2.8073549220576
"hsa-miR-658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"hsa-miR-28-3p",7.21916852046216,2.8073549220576,8.82972273508606,2,1,0,7.24792751344359,0,6.68650052718322,8.58871463558226,9.33985000288462,7.8703647195834,1,1,0,11.5947911180893,7.3037807481771,9.04712391211403
"hsa-miR-1537-3p",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"hsa-miR-495-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-135a-3p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"hsa-miR-98-3p",0,0,1,0,0,0,1,0,0,4.39231742277876,3,2.58496250072116,0,0,0,4.64385618977472,0,2.32192809488736
"hsa-miR-490-3p",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
"hsa-miR-200b-3p",11.8478403556307,7.4178525148859,14.2445868230971,0,3.32192809488736,1.58496250072116,10.8757493514201,3,10.9001120629775,13.6354914062517,13.0981966145272,12.8229690904533,2.8073549220576,2,2.8073549220576,15.0553248072662,11.4928546201747,12.8670856466168
"hsa-miR-5586-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"hsa-miR-431-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6507-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4667-3p",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"hsa-miR-4422",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-524-5p",2,0,1.58496250072116,0,0,0,0,0,0,4.52356195605701,3,1,0,0,0,1,1,1.58496250072116
"hsa-miR-1266-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-33a-3p",1.58496250072116,0,1.58496250072116,0,0,0,1,0,0,6.2667865406949,2.32192809488736,1,0,0,0,2.58496250072116,1.58496250072116,0
"hsa-miR-6860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-450a-2-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3065-5p",2.58496250072116,1,5.88264304936184,0,0,0,2,0,2.8073549220576,6.3037807481771,5.52356195605701,6.3037807481771,1,0,0,7.70735913208088,3.70043971814109,6.4757334309664
"hsa-miR-216b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4698",0,0,0,0,0,0,0,0,0,0,0,2.32192809488736,0,0,0,0,0,0
"hsa-miR-1287-5p",6.4757334309664,1,7.22881869049588,0,2,0,5.7279204545632,0,2.8073549220576,8.467605550083,8.58120058192496,5.32192809488736,0,1,2.32192809488736,10.4501802471648,4.85798099512757,4.90689059560852
"hsa-miR-4445-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6839-5p",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-509-3-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-136-3p",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"hsa-miR-2116-3p",0,0,2,0,0,0,0,0,0,1,2.8073549220576,1.58496250072116,0,0,0,2.8073549220576,1,2.32192809488736
"hsa-miR-25-3p",10.4828079567267,5.4594316186373,12.1430642806314,3.70043971814109,6.4757334309664,3.8073549220576,10.4019461239765,2.8073549220576,8.50382573799575,11.3314768218596,12.2476308762387,9.40087943628218,6.06608919045777,3.90689059560852,4.08746284125034,14.6349811692735,9.8811139606751,10.2526654324502
"hsa-miR-4753-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
"hsa-miR-494-3p",1,0,1,0,0,0,1,0,0,2.58496250072116,1,0,0,0,0,2.8073549220576,0,0
"hsa-miR-3651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-517-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
"hsa-miR-4765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6727-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.58496250072116
"hsa-miR-5699-5p",2.32192809488736,0,1,0,0,0,0,0,0,3,1.58496250072116,0,0,0,0,2.32192809488736,0,1
"hsa-miR-1225-3p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
