"","GSM4906777","GSM4906778","GSM4906779"
"hsa-let-7a-2-3p",7.14974711950468,0,0
"hsa-let-7a-3p",7.4262647547021,3.8073549220576,0
"hsa-let-7a-5p",15.6249382107352,15.2105191527373,7.76818432477693
"hsa-let-7b-3p",4.16992500144231,4.58496250072116,0
"hsa-let-7b-5p",14.5540491789696,16.5836116900649,6.8703647195834
"hsa-let-7c-3p",3.32192809488736,4.95419631038687,0
"hsa-let-7c-5p",10.7657004876511,16.6453910542686,8.08214904135387
"hsa-let-7d-3p",6.02236781302845,6.97727992349992,0
"hsa-let-7d-5p",9.47167521439204,8.90086680798075,4.24792751344359
"hsa-let-7e-3p",6.06608919045777,1,0
"hsa-let-7e-5p",12.0600203545079,9.24079133216196,4.08746284125034
"hsa-let-7f-1-3p",4.70043971814109,0,0
"hsa-let-7f-2-3p",3.70043971814109,0,0
"hsa-let-7f-5p",15.3498340914572,13.4572526110092,8.06608919045777
"hsa-let-7g-3p",4.08746284125034,2,0
"hsa-let-7g-5p",13.2833777892856,11.5750664645787,4.95419631038687
"hsa-let-7i-3p",5.75488750216347,0,2
"hsa-let-7i-5p",14.891403996665,11.9410476063406,6.18982455888002
"hsa-miR-1-3p",5.35755200461808,4.32192809488736,1.58496250072116
"hsa-miR-100-3p",10.6202198255075,0,0
"hsa-miR-100-5p",13.261213451366,3.32192809488736,0
"hsa-miR-101-3p",8.33539035469392,4.58496250072116,1.58496250072116
"hsa-miR-101-5p",0,0,0
"hsa-miR-103a-2-5p",0,1,0
"hsa-miR-103a-3p",12.706064267335,9.56414948998573,5.7279204545632
"hsa-miR-105-3p",0,0,0
"hsa-miR-105-5p",0,6.5077946401987,0
"hsa-miR-106a-5p",0,1,0
"hsa-miR-106b-3p",7.6724253419715,7.97727992349992,0
"hsa-miR-106b-5p",5.08746284125034,5.52356195605701,0
"hsa-miR-107",8.65463602852797,6.49185309632967,2
"hsa-miR-10a-3p",8.16490692667569,1.58496250072116,0
"hsa-miR-10a-5p",10.880348808156,5.52356195605701,5.12928301694497
"hsa-miR-10b-3p",2.8073549220576,0,1.58496250072116
"hsa-miR-10b-5p",8.4262647547021,4.75488750216347,4.70043971814109
"hsa-miR-1179",0,0,0
"hsa-miR-1180-3p",2.32192809488736,6.84549005094437,0
"hsa-miR-1207-5p",0,1,0
"hsa-miR-122-5p",7.34872815423108,5.55458885167764,3.32192809488736
"hsa-miR-1224-3p",0,0,2.32192809488736
"hsa-miR-1224-5p",0,1,0
"hsa-miR-1225-5p",0,3.70043971814109,0
"hsa-miR-1226-3p",1,0,0
"hsa-miR-1226-5p",0,0,0
"hsa-miR-1228-5p",1,0,0
"hsa-miR-1229-3p",0,0,0
"hsa-miR-1231",1,0,0
"hsa-miR-1236-5p",0,0,0
"hsa-miR-1237-3p",0,0,0
"hsa-miR-1244",0,0,0
"hsa-miR-1246",6.37503943134692,9.95274124718649,0
"hsa-miR-1247-3p",1.58496250072116,1,0
"hsa-miR-1247-5p",0,1,0
"hsa-miR-1248",2.58496250072116,0,0
"hsa-miR-1249-3p",0,0,1
"hsa-miR-1254",0,0,0
"hsa-miR-1255a",0,2.32192809488736,0
"hsa-miR-1255b-5p",3.4594316186373,0,0
"hsa-miR-1256",0,0,0
"hsa-miR-1257",0,0,0
"hsa-miR-125a-3p",6.28540221886225,3,0
"hsa-miR-125a-5p",12.5198819224974,10.8008998999203,5.24792751344359
"hsa-miR-125b-1-3p",6.4093909361377,0,0
"hsa-miR-125b-2-3p",0,6.06608919045777,1
"hsa-miR-125b-5p",14.6699922796164,14.9580088836569,6.82017896241519
"hsa-miR-126-3p",11.7915699121269,9.60177078840771,8.88874324889826
"hsa-miR-126-5p",9.51766938813381,7.16992500144231,6.24792751344359
"hsa-miR-1260b",2,0,0
"hsa-miR-1262",2,2,0
"hsa-miR-1263",0,0,0
"hsa-miR-1266-5p",3.70043971814109,0,0
"hsa-miR-1267",1,0,0
"hsa-miR-1268a",5.85798099512757,5.4262647547021,4.90689059560852
"hsa-miR-1268b",6.22881869049588,5.55458885167764,4
"hsa-miR-1269a",8.4262647547021,0,0
"hsa-miR-1269b",0,5.95419631038687,0
"hsa-miR-127-3p",2.8073549220576,2,1.58496250072116
"hsa-miR-1270",2.32192809488736,1,0
"hsa-miR-1271-5p",0,0,0
"hsa-miR-1273a",0,0,1.58496250072116
"hsa-miR-1273c",0,0,0
"hsa-miR-1273d",1,0,0
"hsa-miR-1273e",1,0,0
"hsa-miR-1273f",2,0,0
"hsa-miR-1273g-3p",4.95419631038687,4.64385618977472,5.16992500144231
"hsa-miR-1273h-3p",0,0,1.58496250072116
"hsa-miR-1273h-5p",2.58496250072116,0,0
