"","GSM4125727","GSM4125728","GSM4125729","GSM4125730"
"hsa-miR-novel-chr4_32273",15.2045329367772,15.3650921203465,15.7209122159638,14.3956010741024
"hsa-miR-novel-chr3_27581",13.1329816185294,14.6856248397264,13.3417967723918,15.0652057403344
"hsa-miR-novel-chr14_8736",13.5118761668911,9.60733031374961,7.62205181945638,11.3376219019925
"hsa-miR-novel-chr19_16276",13.5118761668911,9.60733031374961,7.62205181945638,11.3376219019925
"hsa-miR-148a-3p",11.8614746751258,10.880348808156,12.0937476627857,12.0237543532994
"hsa-let-7i-5p",11.3398500028846,11.1674181458317,10.590587049915,12.8390069003394
"hsa-miR-novel-chr19_15485",13.0143692422351,9.8073549220576,9.96000193206808,11.0887882387169
"hsa-miR-21-5p",11.5966556676747,10.3695973462787,9.68650052718322,12.5887146355823
"hsa-let-7g-5p",11.270295326472,10.1111356702347,10.6786001390995,12.0313565962557
"hsa-let-7b-5p",11.0409745988173,10.6519486107234,11.2131042196419,11.3003525603282
"hsa-miR-novel-chr2_26707",11.1680452682241,9.39446269461032,11.3728650601126,8.33539035469392
"hsa-miR-novel-chr17_13553",10.9992953870234,9.35535109642481,10.3663222142458,10.5933911227917
"hsa-miR-novel-chr17_12835",9.94251450533924,9.34429590791582,11.6388883822523,9.10852445677817
"hsa-let-7f-5p",10.4491486453754,9.21431912080077,9.95855271543101,11.0947375050481
"hsa-miR-novel-chr3_28738",10.6156296369681,10.9016211583461,9.35535109642481,9.94104760634058
"hsa-miR-novel-chr19_16101",8.0389189892923,10.9872640120725,9.85642552862553,10.4757334309664
"hsa-miR-92a-3p",10.120237877342,9.78626962764847,8.93073733756289,10.616548843779
"hsa-miR-26a-5p",10.0953970227926,9.15987133677839,9.33315535031062,10.4614794472862
"hsa-miR-novel-chr11_2242",9.96722625883599,9.17990909001493,10.2045711442492,8.77807712953536
"hsa-let-7a-5p",9.75822321472672,8.90086680798075,9.43045255166553,10.0741414627525
"hsa-miR-27b-3p",9.29920801838728,8.19967234483636,7.95419631038687,10.3185428097027
"hsa-miR-148b-3p",8.66177809777199,8.31741261376487,7.68650052718322,10.5323559252888
"hsa-miR-novel-chr10_859",8.83289001416474,7.34872815423108,9.79928162152192,9.8073549220576
"hsa-miR-novel-chr16_11267",9.7515440590891,7.54689445988764,9.87498134765377,8.48381577726426
"hsa-miR-25-3p",9.12670447284319,8.6724253419715,7.86418614465428,10.0647427647503
"hsa-miR-novel-chr22_23463",8.57742882803575,8.13955135239879,8.28540221886225,9.70735913208088
"hsa-miR-novel-chr9_44303",8.76818432477693,7.21916852046216,9.07146236255662,8.72451385311995
"hsa-miR-1246",8.37068740680722,7.84549005094437,8.24317398347295,9.38801728534514
"hsa-miR-6087",9.56795607541547,7.98868468677217,8.07146236255662,7.82017896241519
"hsa-miR-novel-chr13_7212",4.90689059560852,4.32192809488736,6.24792751344359,10.3674147512468
"hsa-let-7d-5p",8.67595703294175,7.64385618977472,8.0389189892923,8.84862294042934
"hsa-miR-novel-chr17_12765",6.91886323727459,8.30833903013941,6.96578428466209,9.44086916761087
"hsa-miR-221-3p",8.86108690599539,6.85798099512757,7.5077946401987,8.88569637333939
"hsa-miR-novel-chr5_32679",8.57364718749332,7.27612440527424,7.7279204545632,8.89178370321831
"hsa-miR-novel-chr16_12051",6.94251450533924,8.87958324961278,7.7279204545632,8.58120058192496
"hsa-miR-122-5p",8.5077946401987,7.8073549220576,7.88264304936184,8.18982455888002
"hsa-miR-22-3p",7.93073733756289,8.01680828768655,6.89481776330794,8.89481776330794
"hsa-miR-100-5p",8.89178370321831,7.12928301694497,4.24792751344359,8.71424551766612
"hsa-miR-novel-chr17_13579",8.74483383749955,8.33091687811462,6.33985000288462,7.52356195605701
"hsa-miR-146a-5p",8.7176764230664,6.91886323727459,4,8.79766152585376
"hsa-miR-200c-3p",8.22881869049588,6.55458885167764,7.97154355395077,8.18982455888002
"hsa-miR-novel-chrx_45842",7.53138146051631,6.91886323727459,6.55458885167764,8.95710204156229
"hsa-miR-novel-chr4_32460",6.83289001416474,5.7279204545632,7.4093909361377,8.81698362325538
"hsa-miR-novel-chr1_18910",6.6724253419715,5.83289001416474,8.36632221424582,8.18982455888002
"hsa-miR-151a-3p",7.56224242422107,6.61470984411521,7.21916852046216,8.33539035469392
"hsa-miR-30a-5p",6.55458885167764,6.14974711950468,3.70043971814109,9.17242750864548
"hsa-miR-423-3p",7.8008998999203,7,6.89481776330794,8.10328780841202
"hsa-miR-novel-chr8_40694",8.74819284958946,4.64385618977472,2.8073549220576,8.12412131182919
"hsa-miR-191-5p",7.96578428466209,6.6724253419715,5.85798099512757,8.34872815423108
"hsa-miR-novel-chrx_45135",7.64385618977472,7.12928301694497,7.3037807481771,7.74146698640115
"hsa-miR-novel-chry_46641",7.64385618977472,7.12928301694497,7.3037807481771,7.74146698640115
"hsa-miR-novel-chr19_15064",7.97727992349992,6,7.4093909361377,7.53915881110803
"hsa-miR-29a-3p",7.5077946401987,5.4262647547021,6.3037807481771,8.2667865406949
"hsa-miR-10a-5p",7.45121111183233,5.20945336562895,7.13955135239879,7.98868468677217
"hsa-miR-novel-chr12_6373",8.41362792902417,6.04439411935845,6.89481776330794,5.58496250072116
"hsa-miR-23a-3p",6.49185309632967,6.8703647195834,4,8.39231742277876
"hsa-miR-novel-chr11_2283",8.3037807481771,5.95419631038687,6.4093909361377,6.06608919045777
"hsa-miR-novel-chr15_9544",5.78135971352466,5.4594316186373,8.16992500144231,7.04439411935845
"hsa-miR-183-5p",7.17990909001493,6.35755200461808,5.93073733756289,7.70735913208088
"hsa-miR-93-5p",7.13955135239879,4.58496250072116,5.08746284125034,8.21916852046216
"hsa-miR-532-5p",7.49185309632967,6.4757334309664,5.08746284125034,7.58496250072116
"hsa-miR-186-5p",7.01122725542325,5.83289001416474,5.4262647547021,7.98868468677217
"hsa-miR-98-5p",6.74146698640115,5.55458885167764,6.10852445677817,8
"hsa-miR-222-3p",6.89481776330794,6.06608919045777,5.61470984411521,7.91886323727459
"hsa-miR-224-5p",4.4594316186373,7.22881869049588,4.64385618977472,8.02790599656988
"hsa-let-7c-5p",6.14974711950468,6.85798099512757,6,7.53915881110803
"hsa-miR-128-3p",6.58496250072116,6.56985560833095,5.39231742277876,7.48381577726426
"hsa-miR-378a-3p",6.83289001416474,5.20945336562895,3.70043971814109,7.95419631038687
"hsa-miR-novel-chrx_45973",7.05528243550119,6.16992500144231,7,6.24792751344359
"hsa-miR-182-5p",7.09803208296053,5.83289001416474,6,7.22881869049588
"hsa-miR-103a-3p",6.12928301694497,5.16992500144231,5.20945336562895,8.04439411935845
"hsa-miR-novel-chr14_8685",6.08746284125034,4.4594316186373,7.51569983828404,6.94251450533924
"hsa-miR-novel-chr2_25178",6.08746284125034,4.4594316186373,7.51569983828404,6.94251450533924
"hsa-miR-novel-chr3_30106",6.08746284125034,4.4594316186373,7.51569983828404,6.94251450533924
"hsa-miR-novel-chr9_44190",6.08746284125034,4.4594316186373,7.51569983828404,6.94251450533924
"hsa-miR-26b-5p",6.4594316186373,6.24792751344359,6.12928301694497,7.23840473932508
"hsa-miR-20a-5p",6.52356195605701,4.52356195605701,5.4262647547021,7.8008998999203
"hsa-miR-novel-chr12_5886",6.75488750216347,4.8073549220576,7.07681559705083,6.71424551766612
"hsa-miR-novel-chr20_20777",6.75488750216347,4.8073549220576,7.07681559705083,6.71424551766612
