"","GSM4154456","GSM4154457","GSM4154458","GSM4154459","GSM4154460","GSM4154461","GSM4154462","GSM4154463","GSM4154464","GSM4154465","GSM4154466","GSM4154467","GSM4154468","GSM4154469","GSM4154470","GSM4154471","GSM4154472","GSM4154473","GSM4154474","GSM4154475","GSM4154476","GSM4154477","GSM4154478","GSM4154479","GSM4154480","GSM4154481","GSM4154482","GSM4154483","GSM4154484","GSM4154485","GSM4154486","GSM4154487","GSM4154488","GSM4154489","GSM4154490","GSM4154491","GSM4154492","GSM4154493","GSM4154494","GSM4154495","GSM4154496","GSM4154497","GSM4154498","GSM4154499","GSM4154500","GSM4154501","GSM4154502","GSM4154503","GSM4154504","GSM4154505","GSM4154506","GSM4154507","GSM4154508","GSM4154509"
"hsa-let-7e-5p",10.3264294871223,12.2440664641948,9.87498134765377,13.1475229443507,10.4807902010958,12.7652860987237,14.8240637375449,12.7938064914558,12.5660540381711,1,13.2354159356025,6.02236781302845,11.0450770519349,11.3842441222431,15.4020460855245,12.610563503925,14.0410601856854,9.86108690599539,9.09803208296053,12.0474647733184,11.9872640120725,10.0195907283579,2,9.70908381255034,11.57931593758,12.7385145324293,12.9355334129507,11.4878400338231,5.08746284125034,9.60362634498619,10.9248125036058,9.62388149001346,11.1910592145317,4.8073549220576,12.5105169405947,2,6.2667865406949,11.6054795180617,1.58496250072116,10.5107641679179,9.38801728534514,11.8125784441354,12.192909219112,12.935349243034,12.2188659100697,10.9270371687203,12.9657842846621,12.3283944383525,9.81538329581354,13.5301624532272,10.2360141919001,13.0500186685523,11.3548003443506,0
"hsa-let-7f-1-3p",2.58496250072116,4.90689059560852,0,3.58496250072116,3.58496250072116,4.32192809488736,6.33985000288462,5.08746284125034,0,0,4.95419631038687,0,3.70043971814109,3.16992500144231,6.3037807481771,4.64385618977472,4.24792751344359,2,1.58496250072116,1,2.58496250072116,2.8073549220576,0,2.58496250072116,0,1,4,2,0,2.58496250072116,3.16992500144231,2,3.90689059560852,0,3.32192809488736,0,0,0,0,3.90689059560852,2.58496250072116,3.16992500144231,2,4.52356195605701,1.58496250072116,3.58496250072116,5.61470984411521,5.4594316186373,0,4.58496250072116,3.32192809488736,6.39231742277876,0,0
"hsa-let-7f-2-3p",4.8073549220576,6.62935662007961,1.58496250072116,5.70043971814109,5.83289001416474,8.39231742277876,8.37503943134693,8.3264294871223,3.90689059560852,0,8.40087943628218,0,6.91886323727459,6.4093909361377,8.26209484537018,8.0389189892923,7.21916852046216,4.16992500144231,1,4,5.20945336562895,4.32192809488736,0,6.02236781302845,3.32192809488736,5.75488750216347,7.21916852046216,3.8073549220576,0,2.8073549220576,7.63662462054365,5.16992500144231,4.95419631038687,1.58496250072116,7.8073549220576,0,0,6.28540221886225,0,5.52356195605701,4.39231742277876,6,4.75488750216347,7.62935662007961,4.64385618977472,6.7279204545632,8.8073549220576,8.98299357469431,3.4594316186373,8.7279204545632,3.32192809488736,9.49585502688717,5.52356195605701,0
"hsa-let-7f-5p",15.8475957107978,17.8888740252547,15.4147512917602,17.8464698099232,16.4434292354045,18.4687393737333,19.7197831871108,18.1611318829843,17.0361414091798,6.59991284218713,19.3221526179644,10.5097750043269,17.5466910240977,17.4722227884882,20.1727046191064,18.8888472765098,19.2875816293867,15.1753546208226,14.137471503352,17.4309261849182,17.0425250733639,15.4270508931509,5.70043971814109,16.6415014363839,16.2567431121721,18.3558328320787,18.2911572063757,15.7488741943256,11.7569732261654,14.6995724532873,17.2475474360343,14.2671524376359,17.5196669638379,10.2479275134436,18.2091391888417,7.98299357469431,10.6429542234803,15.3077700318907,6.70043971814109,17.9498836917117,17.2193576197298,16.3931055104432,17.396462631794,18.3121118516179,16.9143500921807,16.7747098585287,18.8311216491807,18.7303673075323,14.2118122651902,18.6848547534269,17.6423267425178,19.3156824944741,14.3454052467178,3.8073549220576
"hsa-let-7g-3p",1,1.58496250072116,0,0,0,2,1,2.32192809488736,1,0,1.58496250072116,0,0,0,0,1.58496250072116,0,0,0,0,0,1.58496250072116,0,1.58496250072116,0,0,1,0,0,0,2.8073549220576,0,0,0,3.32192809488736,0,0,0,0,0,2.32192809488736,0,0,2,0,0,2.58496250072116,2.32192809488736,0,0,0,3,0,0
"hsa-let-7g-5p",15.5014329249164,17.1361700734262,14.9447120610435,17.0149031358886,16.007750010639,17.728737640395,19.1109649637782,17.4286055303953,16.3432898322914,6.12928301694497,18.1190728326374,10.0953970227926,16.813668476264,16.8464820527009,19.7513789718372,18.1318519378483,18.8623407203539,14.4265268484517,13.4288835520102,16.8286447700631,16.1299470512729,14.7420988697783,6.04439411935845,16.3086056708367,16.7346567035042,17.8661922547354,17.1850786723552,14.8954332778488,10.8772841335232,14.1509372328954,16.4265923644501,14.6035104425928,17.2053828139112,9.47775826644389,16.8680629147488,6.49185309632967,11.4843194236443,16.0244254799897,5.85798099512757,17.4519435444543,17.1808512756826,15.8241880767224,17.0579600027435,17.5400750507823,16.5408847947397,15.9366609409723,17.9616249107914,18.1554507313121,13.455969302758,17.7429212200196,17.6272061174512,18.9003096320458,15.0822322201737,4.32192809488736
"hsa-let-7i-3p",2.8073549220576,3.8073549220576,1.58496250072116,3.58496250072116,3.4594316186373,6.55458885167764,6.94251450533924,6.70043971814109,4.52356195605701,0,6.33985000288462,0,4.39231742277876,4.24792751344359,6.8073549220576,4.95419631038687,5.04439411935845,2.58496250072116,2.32192809488736,3,3.90689059560852,2.32192809488736,0,4.32192809488736,3.8073549220576,6.12928301694497,5.35755200461808,1,0,2.8073549220576,5.32192809488736,3,2.32192809488736,0,5.61470984411521,0,1,0,0,4.64385618977472,5.58496250072116,3.16992500144231,4.16992500144231,4.08746284125034,2.32192809488736,4.16992500144231,6.8073549220576,7.40087943628218,0,5.8073549220576,4.24792751344359,7.2667865406949,0,0
"hsa-let-7i-5p",15.5799935150802,17.1715188966594,14.99903106841,17.4015962040051,15.8800617713064,17.8778951936819,19.1218370147237,17.4875495943981,15.9457410141153,5.7279204545632,18.3735236629757,10.2252074369435,16.523730399491,16.6357606252549,20.2651319858069,18.23445727362,19.3052512991432,14.4578938373147,13.492979761784,17.143582511541,16.1173793082095,14.7557221536423,6.32192809488736,16.2277663416464,17.3648100760483,17.9759542947962,17.4895030468755,14.2279167242015,11.2088439907346,14.2362384740678,16.4637957470881,15.0319596035961,17.1498165697565,9.65284497300198,17.4148173446888,5.83289001416474,12.102631888855,17.223256989273,6.2667865406949,17.089543584578,16.8156834924592,15.7811803901417,17.0586259766598,17.3427778521145,17.0335628074684,16.0298695371573,17.9385113975313,18.1647301919919,13.3708236064808,17.7887820455572,17.4714688282007,18.5750295219391,15.8744290923076,4.8073549220576
"hsa-miR-1",8.59618975614441,10.3531468254981,8.51175265376738,11.7956338445068,11.1885888457073,12.6928334150008,13.6805792957802,11.8517490414161,9.59058704991503,1.58496250072116,14.690216280422,3.90689059560852,10.9083926207737,11.8392037880969,14.5214164107623,13.9564669127645,13.6043215638773,8.70390357344466,7.29462074889163,12.1121136580979,11.4711671337244,9.61102479730735,2,9.42206476617281,8.59618975614441,9.43671154213721,11.8352609186275,8.56224242422107,6.52356195605701,5.6724253419715,11.998237821888,8.98299357469431,11.3777527950222,4.75488750216347,13.6654469577887,2.32192809488736,4.08746284125034,8.48381577726426,1,9.20701432017753,7.3037807481771,9.07948478382682,10.2264121927888,11.8141818841903,6.33985000288462,7.37503943134692,11.4563544151083,11.4650561678312,6.8073549220576,12.0306671362469,10.4563544151083,13.210214722468,8.0389189892923,0
"hsa-miR-100-5p",8.6582114827518,10.5868397879618,8.7714894695006,10.2644426002266,8.57364718749332,11.7899411283909,12.5757755798748,10.8902642770211,10.0484868739923,0,11.2997804028585,3.90689059560852,9.14465824283188,10.2585660338899,13.1508579225388,10.2726297849764,11.0416591516372,6.32192809488736,5.97727992349992,7.98868468677217,9.38370429247405,8.13442632022093,1.58496250072116,7.62205181945638,9.59245703726808,11.5708044377245,8.81698362325538,8.37503943134693,4.39231742277876,9.14720492494223,9.12928301694497,8.2045711442492,9.13699111208023,3.16992500144231,9.9915218460757,3.58496250072116,5.24792751344359,9.31288295528435,0,10.6492561775173,7.12928301694497,8.82654848729091,10.2679570844028,11.2300204357056,9.1548181090521,9.33762190199251,10.1786648510065,10.4777582664439,5.52356195605701,9.96578428466209,12.0556213747817,11.8891236562942,8.82017896241519,0
"hsa-miR-101-3p",14.2747421300984,16.0625732189282,13.7625896655426,14.9364539100412,15.1615255779085,17.3493935461893,17.8307194455755,16.8440191637744,14.8763250860632,3.4594316186373,16.9987446685873,8.84549005094438,15.5919897676151,15.9909016940636,17.3676365717632,16.7264177509857,16.3697847590562,13.2070143201775,11.7004397181411,13.8891236562942,14.2662741290252,13.1811522568656,3.90689059560852,15.7084372989653,14.0759804624163,16.5681342629092,16.1640230366714,14.1271883010432,10.57931593758,12.9754897569458,14.3672782293597,12.5980525001616,14.9363158729133,8.38370429247405,16.0191346020116,3,9.33985000288462,14.6278758228605,4,16.4239694010606,16.9243717983478,15.1474831957582,14.9775482569966,16.1711572466867,14.4401554278923,14.8890761108548,16.8235165178198,17.5828623258576,12.0056245491939,16.67836630937,15.9260179563565,18.2239922502083,13.9121408562957,3
"hsa-miR-101-5p",0,1.58496250072116,0,0,0,2,3.58496250072116,2.32192809488736,0,0,1,0,2,2.8073549220576,5.16992500144231,1,0,1,0,1,0,0,0,1.58496250072116,2.32192809488736,2,0,2,0,0,1,0,2.32192809488736,0,1,0,0,0,0,2,3.58496250072116,1,2.8073549220576,2,1,0,3.8073549220576,3.16992500144231,0,3.32192809488736,0,3,0,0
"hsa-miR-103a-2-5p",0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,2.32192809488736,0,0
"hsa-miR-103a-3p",13.5191447879974,14.2551761374597,12.6112553886993,15.0822322201737,14.0181132249488,15.6074459096826,17.0808071203178,15.6482452182072,13.50519128002,2.32192809488736,16.4378658347957,8.0389189892923,15.7765358434222,14.4399607103069,17.6951943011828,15.7861675080207,17.2046953115457,12.652844973002,11.3815429511846,15.158925203807,14.5147140541385,12.4426843678658,4.24792751344359,13.9977087484609,15.7943904808677,15.7185863875041,15.1083610989066,12.0344550953272,8.83920378809694,11.5304063370991,14.2576088268458,13.2872795061029,16.3659464634842,7.90689059560852,15.2724110898888,2,9.49385544924082,14.3284645657089,3.70043971814109,14.6070990940936,15.6608872703026,13.9101742469322,15.3395716783847,15.1053356370609,14.3152911070237,14.0165471585343,15.8493562283367,16.6138326203874,11.4938554492408,15.8252072539636,16.4032617299181,17.1075951122183,13.3106127816595,1.58496250072116
"hsa-miR-105-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-106a-3p",0,1,0,1,0,1.58496250072116,2.32192809488736,1.58496250072116,0,0,0,0,2,2.58496250072116,0,1.58496250072116,0,0,0,1.58496250072116,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,2.58496250072116,0,1,1.58496250072116,1,1.58496250072116,2.8073549220576,0,2.58496250072116,2.32192809488736,2,0,3.4594316186373,0,3.32192809488736,0,0
"hsa-miR-106a-5p",5.95419631038687,6.59991284218713,6.4093909361377,6.6724253419715,7.06608919045777,9.70390357344466,10.2300204357056,9.19475685442225,5,0,8.67948009950545,1,8.21916852046216,8.22881869049588,10.3208005488816,7.98299357469431,9.27612440527424,5.8073549220576,4.90689059560852,7.09803208296053,6.58496250072116,5.75488750216347,0,8.31288295528435,8.51963625284321,8.79116288855502,7.69348695749933,3.58496250072116,1,6.02236781302845,6.79441586635011,5.6724253419715,9.54496443278924,0,7.99435343685886,0,3.8073549220576,9.04984854945056,0,8.53138146051631,9.12412131182919,6.3037807481771,7.21916852046216,7.53138146051631,8.01122725542325,7.61470984411521,8.96578428466209,10.0279059965699,3.8073549220576,9.04712391211403,10.4491486453754,10.3094763538411,6.75488750216347,0
"hsa-miR-106b-3p",10.2312211807112,11.5641494899857,10.2656150464845,12.0157634873699,10.8431359111114,12.4693874409643,14.3245321747471,12.0317012027403,12.1286388128526,1.58496250072116,12.5070513022479,5.55458885167764,11.4455322190283,11.495355392236,15.1464891248576,12.2312211807112,14.1878932916364,10.0334230015375,8.43045255166553,11.9992953870234,11.2992080183873,9.33315535031062,0,11.4288835520102,12.6073303137496,13.4233785765185,11.4878400338231,10.8726748802706,6.76818432477693,9.09803208296053,10.6724253419715,10.2191685204622,12.8105716347411,4.08746284125034,11.3766680618577,0,6.6724253419715,11.698270577692,1,12.1108095268987,12.5045707393244,10.7756102807595,12.2769967392971,11.8305152069768,11.9936460600166,10.1357092861044,12.2369111114446,12.8015062866364,8.94251450533924,12.1392315707194,13.4063378930937,13.5203731363397,10.8257538328831,0
"hsa-miR-106b-5p",7.66533591718518,8.78463484555752,7.98868468677217,8.84235034341381,8.86108690599539,10.9520131648895,11.7359790396134,10.8734441125154,8.67948009950545,0,10.1560830762887,2.58496250072116,9.46964181723952,8.90388184573618,11.7719020806977,10.0140204703149,10.6174674652942,7.20945336562895,5.7279204545632,7.99435343685886,8.56985560833095,6.4594316186373,1,9.77807712953536,9.7262181593322,10.7082217300384,8.88874324889826,7.45121111183233,2.32192809488736,6.20945336562895,9.06877827798541,8.80413102118332,9.58308276750293,2.32192809488736,9.2336196767597,1,3.8073549220576,10.4178525148859,0,9.89178370321831,11.2550285698187,8.64385618977473,9.27612440527424,9.49185309632967,8.85486838326024,8.74146698640115,10.9016211583461,11.6917435191713,5.78135971352466,10.6229669447905,10.2911706993219,12.0094787458881,8.2667865406949,0
"hsa-miR-107",7.24792751344359,8.12928301694497,6.82017896241519,8.3037807481771,8.32192809488736,10.1873520732005,11.2342186782385,10.0794847838268,7.90689059560852,0,10.0126245388651,2.32192809488736,9.32867492732795,8.11894107272351,11.243173983473,9.56414948998573,10.8297227350861,6.71424551766612,5.52356195605701,8.24317398347295,8.64024493622235,6.04439411935845,1,9.09803208296053,9.55266909751427,9.92184093707449,8.69348695749933,6.4594316186373,2.32192809488736,5.83289001416474,8.68650052718322,7.92481250360578,9.36632221424582,2,9.12412131182919,0,4,9.51569983828404,0,8.77478705960117,10.0237543532994,8.12928301694497,8.83605035505807,9.02236781302845,8.19475685442225,8.13955135239879,10.5245417150358,11.0707918094231,5.52356195605701,10.1072170755914,9.82177398197057,11.4599438483749,8.01122725542325,0
"hsa-miR-10a-3p",4.32192809488736,5.58496250072116,3.90689059560852,5.64385618977472,5.55458885167764,6.62935662007961,7.90689059560852,6.90689059560852,5.78135971352466,0,7.37503943134692,1.58496250072116,6.3037807481771,5.83289001416474,8.08214904135387,6.59991284218713,7.4757334309664,3.4594316186373,2.32192809488736,4.64385618977472,6.12928301694497,2,0,4.08746284125034,4.4594316186373,6.28540221886225,4.85798099512757,3.70043971814109,0,3.4594316186373,5.08746284125034,4.58496250072116,5.49185309632967,2,5.88264304936184,1,2,6.93073733756289,0,5.78135971352466,2.58496250072116,4.75488750216347,5,6.70043971814109,5.28540221886225,5.97727992349992,7.20945336562895,7.54689445988764,3,7.14974711950468,4.64385618977472,8.27612440527424,5.6724253419715,0
"hsa-miR-10a-5p",11.4767462039395,13.6815678568885,11.6952282914958,14.0951497389683,13.0175044011094,14.5233781771509,15.6506591134671,14.6144798042453,12.4931048925391,2,15.4856406594645,7.76818432477693,13.9096118658021,14.4119743343621,16.1937563456984,14.5094038930604,14.5943246039248,10.7490313820402,9.90086680798075,11.5877775163282,12.5045707393244,10.9541963103869,1,11.8902642770211,11.9758479680068,13.5053153561362,13.7992816215219,11.3145832442742,7.6724253419715,11.6334493747135,12.5842578877446,9.68474862042163,13.0075529346137,7,13.9439799143437,4.24792751344359,8.33985000288462,12.1817734388088,2,14.0136716140586,10.9008668079807,12.6096404744368,12.8237652797897,14.3322463898264,12.2562086885274,13.4983506079296,14.5779598271366,14.6097558854237,9.78135971352466,14.8312082629752,12.3611213347348,15.9502369233949,11.4660764613963,1
"hsa-miR-10b-3p",3.8073549220576,4.85798099512757,3.16992500144231,5.83289001416474,5,5.7279204545632,7.59245703726808,5.88264304936184,4.70043971814109,0,5.97727992349992,1.58496250072116,5.04439411935845,5.8073549220576,8.06608919045777,5.24792751344359,6.91886323727459,3.8073549220576,2.32192809488736,3.16992500144231,5.49185309632967,1.58496250072116,0,2.58496250072116,4.70043971814109,4.52356195605701,4.58496250072116,3.4594316186373,0,3.70043971814109,3,4.24792751344359,5,0,4.64385618977472,0,3.32192809488736,5.04439411935845,0,5.32192809488736,2.58496250072116,3.16992500144231,4.8073549220576,5.58496250072116,4.39231742277876,4.24792751344359,5.8073549220576,6.58496250072116,1.58496250072116,6.14974711950468,5.52356195605701,6.89481776330794,5.39231742277876,0
"hsa-miR-10b-5p",11.9693865213423,14.1841779957389,12.427312844135,14.5669459303673,13.7518578362406,15.0906086743413,16.1796758769249,15.2566509842871,12.4530133544663,2,15.8702442973034,8.67595703294175,14.5503259379531,15.4269198998207,16.7539087800652,14.2139395740777,14.6696048229091,11.943613701614,10.8742129348309,11.7494504655699,13.0159376733092,11.6974020075027,2,12.5301624532272,11.8089641749193,13.4093909361377,14.4457261861392,11.6054795180617,8.36632221424582,12.403810931786,12.9692066229642,10.120237877342,13.7122045504387,7.60733031374961,14.4267233875217,5,9.10852445677817,12.9220268394059,3.32192809488736,14.6986504127779,11.1705510353167,12.4988492065317,12.9322147519684,14.5494237084261,12.7279204545632,13.9807643721109,15.2557662571288,15.3755825124905,10.0794847838268,15.2484094188538,12.8730595476615,16.8286571650425,11.9922302649659,1
"hsa-miR-1178-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-1179",0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58496250072116,1.58496250072116,0,0,0,2.32192809488736,0,0
"hsa-miR-1180-3p",4.95419631038687,5.64385618977472,6.4757334309664,5.88264304936184,5.58496250072116,8.13955135239879,8.876516946565,7.34872815423108,6.52356195605701,0,6.88264304936184,1,5.70043971814109,6.6724253419715,9.82654848729091,6.10852445677817,8.70043971814109,5.4594316186373,4.32192809488736,5.8073549220576,5.88264304936184,4.4594316186373,0,7.55458885167764,8.25266543245025,8.876516946565,6.58496250072116,4.39231742277876,1,4.75488750216347,5.12928301694497,6.4594316186373,8.50382573799575,0,6.04439411935845,0,1.58496250072116,8.80413102118332,0,7.4093909361377,8.48381577726426,5.08746284125034,7.14974711950468,5.32192809488736,7.39231742277876,6.02236781302845,7.19967234483636,7.81378119121704,3.90689059560852,7.55458885167764,8.92184093707449,9.28771237954945,6.91886323727459,0
"hsa-miR-1180-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1183",2,1,2.32192809488736,0,2.32192809488736,0,5.28540221886225,0,0,0,0,0,2,0,5.4594316186373,1,5.08746284125034,0,0,2.32192809488736,2.8073549220576,2,0,0,5.61470984411521,4,0,1,0,1,0,3.4594316186373,3.32192809488736,0,0,0,1.58496250072116,4.85798099512757,0,1,1,0,2,0,1.58496250072116,0,0,0,2,0,4.32192809488736,0,3.32192809488736,0
