"","GSM2478346","GSM2478347","GSM2478348","GSM2478349","GSM2478350","GSM2478351","GSM2478352","GSM2478353","GSM2478354","GSM2478355","GSM2478356","GSM2478357","GSM2478358","GSM2478359","GSM2478360"
"hsa-miR-7-5p",9.06568539467003,9.37327844290034,9.53725723433736,9.44509763804318,10.5941006235315,9.96711095392538,10.2055855645448,9.36551320387303,10.5619084283773,10.2627995730766,8.50207595604579,10.7542110803143,11.103858215946,9.80595341040375,9.93196369823539
"hsa-miR-361-3p",9.32062005971355,9.7743587988851,9.4893462407191,10.3757562552887,9.0111433753662,8.09882166340944,10.0338772137726,8.16972461321491,9.48655349262453,8.25195573576911,6.09740010731741,7.69759313781594,8.41941248162067,8.84846645742676,8.331051284435
"hsa-miR-126-5p",9.6149490466759,9.55478068666773,9.64495582556052,9.99818139663246,9.18150015170461,8.61179943830111,8.33436268269481,7.12494842668108,8.04592343960255,8.88688542034496,8.53383585230432,8.34974564767099,8.78070379396761,8.84219317853094,8.68348592897002
"hsa-miR-183-5p",8.42467019907152,8.45848864047336,8.50941873934405,8.72805655144938,11.1698185486621,7.78463484555752,9.11948587264832,10.2736907145022,8.71979949417027,8.54920708935568,8.52845411076479,10.0262882765115,10.3058451549662,8.7981801544352,8.04412085578327
"hsa-let-7e-5p",10.5783255128575,9.97119864538455,8.53578081463634,9.47642219393482,6.06759569694004,8.64735049012003,8.5194003706113,7.66199181454016,8.49121175600309,6.91025296279928,6.93993176472761,8.16912328147676,7.79798569056491,8.65488659895762,7.27192984397086
"hsa-miR-17-5p",9.19355000068432,9.72635441689189,9.5206972458801,9.17247751453935,9.7520795309486,8.3566720442121,9.36010085880605,7.99305159531495,8.94678933394884,10.3121114969927,8.63462956768316,8.97378345195419,10.486231677981,9.18658474145154,9.05655643422972
"hsa-miR-3615",9.65990672434435,9.75421943313514,10.2748090918378,8.88261248346515,7.62899225714273,10.9089929932505,11.8526114340544,12.0358060219909,11.8440073906285,11.5389115538758,10.7374248165627,10.7390126554239,9.8002204440749,11.0602027915254,10.4582630543488
"hsa-miR-224-5p",9.55362929391636,9.45143780324204,9.60867989690192,10.0702148843512,4.32768736417605,7.54187100884149,7.87307493222397,5.03298241669943,7.05669189982489,6.05961485629722,6.98868468677217,6.90568784852686,9.49866973088521,9.47106549611535,7.63161361866098
"hsa-miR-425-5p",9.02306124973533,9.85377738063857,9.40973035386445,9.2477139408043,9.17205240918307,9.14672140114135,9.45392906064805,9.30763343891191,9.16455500691766,9.23835696717518,8.05055611310127,8.30419158383202,8.84219317853094,9.40926363390009,8.93401515108287
"hsa-miR-629-5p",9.57525559607354,9.23064494782872,9.73135297639138,8.96644777179055,9.21866009874068,12.482429842443,11.86973648642,12.3175878521274,12.6751852139554,12.1067526701735,10.7443545410075,11.6728186702691,10.3960053174694,11.4772725650452,12.1725493949753
"hsa-miR-625-3p",9.85597412946895,9.20474230130426,8.43337679337504,10.2700850398051,6.21936215780772,8.81297947125148,9.79863380155554,7.37399614213124,10.1318569606088,8.54399845013454,6.87172046232123,8.29948279127467,8.86826697164548,8.98387716860656,8.69738463076402
"hsa-miR-134",8.64262937752087,9.58155838619097,8.87276720979871,10.3744744100093,7.28808166221375,9.79561761155986,9.42775281474356,7.08894720461877,8.33730969308812,8.04335544229811,9.57844817375714,9.29278174922785,8.87344411251538,9.85962796066388,8.95151785896245
"hsa-miR-30e-3p",9.19004687488981,9.66076251055023,9.23316426924515,9.45542997270237,8.41675531206403,8.9185353147727,9.72526399591059,9.27970343052097,10.2089902641851,9.1958889011494,7.72880485491776,8.39887192579818,9.02342170514464,8.59995002456985,8.84696335638213
"hsa-miR-125a-5p",10.240481298264,9.84503521668754,8.96682265132437,8.12417302040219,4.35755200461808,9.28849699225638,10.6299212008351,7.2350568627071,9.66168903977382,9.08355910549694,8.41100245961735,8.4825659750017,8.74701808476142,8.81047523764271,9.0348539737321
"hsa-miR-106b-3p",8.97707953527251,9.29232163280204,9.19551985307124,8.97913934333115,9.41937034252815,8.1738270189113,9.03526649054528,9.05164399539909,9.83877847687328,9.20119275245843,7.590886410821,8.07676216291164,8.80083520362482,8.02890061573433,8.63955777496101
"hsa-miR-139-5p",8.86959384324078,9.99851991506798,9.29691620687929,9.48830210446945,5.6667565918848,8.94731549160306,9.41447383643093,7.11561593142811,9.18878663095506,8.09829532446128,8.02906631894946,7.59118570962211,8.06813335395103,9.08950344737779,7.94976835993135
"hsa-miR-98-5p",9.33494363072662,9.7180533250279,8.89509051599743,8.77531397525381,8.31238382349716,8.31310977629589,7.87307493222397,8.10658911154611,8.91067270823694,8.68839020005163,7.81519113717349,8.57095619253473,9.420402396137,8.45975946661982,8.53048437123154
"hsa-miR-432-5p",8.32606989214515,9.09431525541268,8.23902563336514,10.227170672735,6.45434042475248,8.09882166340944,6.9174317553901,4.33842441478356,7.17492568250068,5.90448409790142,6.11707162384512,7.90659000282883,7.43762724831895,7.68411741283916,7.09434164963584
"hsa-miR-375",10.6008978516895,6.41023933077602,9.33201416347052,7.11561593142811,3.70708299177171,6.11457525112554,6.9174317553901,6.10517519226548,7.65349000917199,5.19849415363908,11.40787318666,8.7614182590317,5.68201139080069,8.06845585200555,7.28678875913321
"hsa-miR-19b-3p",8.38236464235255,8.04745114041639,9.10878579090458,8.14979791773151,9.70314223852091,7.78463484555752,7.36667191611176,7.00988458893184,7.90231481249263,8.69894769961499,6.45384677374993,7.79174896612601,7.74966834090396,8.55681257085535,7.72683121703249
"hsa-miR-23b-3p",8.71990214421414,10.1900962737955,8.37356121552311,7.96168120160628,5.09212284983868,6.30451104180995,6.5795422249369,4.08406426478847,7.02425318176317,5.82094479188069,5.01836711554312,6.18527190559382,6.74443022998792,6.86517649653178,6.549823164967
"hsa-miR-486-3p",9.0131830735375,8.60518317028866,9.17157714315114,8.69873938825483,7.84774641692139,8.5937272455846,9.03526649054528,8.9720607622404,7.66291755486816,6.94216258558121,7.85878917542284,8.39394812022338,8.53667461756976,8.41751500288509,8.16701664439148
"hsa-miR-320b",8.58515033940912,8.40985761492755,9.29891028869139,8.51951831654813,8.34824127314377,11.0942096736909,11.3374992565519,9.71008318332651,9.57429076612019,8.18373461761584,12.3915362882508,10.8653311776201,8.47901223874438,10.5702067479408,10.1657612317216
"hsa-miR-379-5p",7.75441988632874,8.96705329801405,8.28169825009883,9.66284636515948,7.43446143244134,7.81615167453174,6.84008551556895,4.81813476081085,6.65835431677408,6.39848719001897,6.59842476052772,6.91945926911157,7.59507095419545,8.13237119873254,7.21519321658085
"hsa-miR-29a-3p",8.17846567314526,8.15466623842289,8.5827441552687,8.97659276223859,9.03872698287931,9.29971172871122,9.10302547637368,9.45325005333543,9.2053778497907,9.29285075403678,10.0890929079765,8.72815861568927,7.52630360620646,8.4075227099128,8.68905449673663
"hsa-miR-140-5p",8.3164625644711,8.48220292629595,9.29087130615898,8.51601514700366,8.31238382349716,7.54187100884149,7.83371236902144,8.10847218427175,9.00669073900793,8.31863318714063,7.29746657376321,6.96173907260414,8.41498114290309,8.2803068064537,7.34438468641748
"hsa-miR-381-3p",7.37129748113813,8.65212792773827,7.83396530700866,9.99235774343151,7.34518344718767,8.19800295652124,6.37538702682888,4.5981269599196,6.0389189892923,7.2293956531274,5.70542503904273,6.79324563913367,6.39025495632187,7.42559357765306,7.13165121402532
"hsa-miR-328",9.42553063879295,9.23414681119116,8.70300377081365,8.00365845032321,3.72246602447109,9.21936215780772,9.57822171471928,7.61735726159132,8.83149726795541,8.87657833653718,7.32912359629157,8.62355232051569,8.76447355099267,8.76427448993117,8.94104760634058
