"","GSM3301691","GSM3301692","GSM3301693","GSM3301694"
"hsa-let-7a-3p",7.30231905094883,6.82959589917751,5.52919626799939,2.73335434061383
"hsa-let-7a-5p",15.4028262140119,12.986611809156,13.4681645370474,13.1224397735089
"hsa-let-7a-2-3p",0,0,0,0
"hsa-let-7b-5p",14.4385209320448,12.1536311941017,10.684389216626,10.0695974531718
"hsa-let-7b-3p",8.86015583462336,5.84222461287724,3.32768736417605,5.5298209465287
"hsa-let-7c-3p",0,0,0,0
"hsa-let-7c-5p",9.52642098914789,9.22216698262345,7.0931798467655,7.01212167271222
"hsa-let-7d-3p",9.85858717278876,8.01686398912248,7.88227621585368,9.43514933836693
"hsa-let-7d-5p",10.0093807666669,9.07913806868319,10.4805074899745,9.23323618525269
"hsa-let-7e-3p",6.3720814835345,5.06695024392463,4.25323293853803,3.62058641045188
"hsa-let-7e-5p",10.7703996086009,9.91236544105204,10.1656607514987,10.7737903335234
"hsa-let-7f-5p",13.2745354025127,12.3569250878059,13.9734668825638,13.4954653267065
"hsa-let-7f-1-3p",5.79571500650173,5.78659636189081,5.2149019101607,0
"hsa-let-7f-2-3p",4.82171021503467,5.39882918244463,0,0
"hsa-let-7g-5p",11.7270993478792,11.7444092056694,9.76234881564413,8.81147103052984
"hsa-let-7g-3p",0,3.80838505065609,0,0
"hsa-let-7i-3p",0,4.35825558670513,4.25323293853803,0
"hsa-let-7i-5p",11.7586729456165,11.8164277107025,11.7383794185775,10.3470787334768
"hsa-miR-1-3p",0,0,0,0
"hsa-miR-1-5p",0,0,0,0
"hsa-miR-100-3p",0,6.65434960902318,0,1.52606881166759
"hsa-miR-100-5p",7.98470326682514,12.7961369752881,6.99446658497396,6.54365053798355
"hsa-miR-101-5p",0,1.66448284036468,0,0
"hsa-miR-101-3p",9.14715403533074,9.80806321447547,9.83551358528737,6.8799507684126
"hsa-miR-103a-3p",11.1277686807832,13.5307330768637,12.0026146273796,10.6658688341552
"hsa-miR-103a-2-5p",0,0,0,0
"hsa-miR-103b",0,0,0,0
"hsa-miR-105-3p",0,0,3.32768736417605,2.25398926623079
"hsa-miR-105-5p",0,0,5.52919626799939,4.96069703930431
"hsa-miR-106a-3p",0,0,0,0
"hsa-miR-106a-5p",4.82171021503467,4.01613970265525,4.25323293853803,0
"hsa-miR-106b-5p",8.13226836577046,7.73795710621359,9.30726912773032,6.06436554026363
"hsa-miR-106b-3p",9.24769020855928,7.82330354349483,10.5342445119532,9.53009415835432
"hsa-miR-107",9.05769395009021,13.43879445109,10.2103547683705,9.02994974814214
"hsa-miR-10a-5p",17.7746753097108,18.7184532072433,17.6957275848825,17.6354877218537
"hsa-miR-10a-3p",8.13226836577046,7.42861141846713,4.81301154860562,5.27314285930808
"hsa-miR-10b-5p",14.8123061834569,15.0828209890864,12.2231419530253,9.20589097310111
"hsa-miR-10b-3p",0,2.41683974191283,0,0
"hsa-miR-1178-3p",0,0,0,0
"hsa-miR-1178-5p",0,0,0,0
"hsa-miR-1179",0,0,0,0
"hsa-miR-1180-5p",0,0,0,0
"hsa-miR-1180-3p",7.17192735435346,6.13709360897494,6.99446658497396,5.64299031296116
"hsa-miR-1181",0,0,0,0
"hsa-miR-1182",0,0,0,0
"hsa-miR-1183",0,0,0,0
"hsa-miR-1184",0,0,0,0
"hsa-miR-1185-5p",0,2.41683974191283,0,0
"hsa-miR-1185-1-3p",0,4.97039353791468,0,0
"hsa-miR-1185-2-3p",0,3.27351588970212,0,0
