"","GSM2793741","GSM2793742","GSM2793743","GSM2793744","GSM2793745","GSM2793746","GSM2793747","GSM2793748","GSM2793749","GSM2793750"
"hsa-miR-122-5p",14.8064489278634,14.5660540381711,17.3653057535665,16.2249437624402,15.7556700020692,13.0697853949833,14.0010562746348,14.8077574035893,13.7324854450719,13.754261196514
"hsa-miR-148a-3p",14.9095649908109,15.690216280422,15.2567983860794,15.0917659385168,16.1438614818679,14.2457012462858,14.2215871212648,14.9175119410117,14.5476777964645,15.1245656219174
"hsa-let-7i-5p",14.3862666867702,14.4816733164473,11.724087461794,14.1275913672993,14.023147905893,14.8130295918039,14.4782008206351,14.3832317756708,14.6353780358504,14.6183855022586
"hsa-let-7b-5p",14.4151475639768,13.8238647725686,11.5651020783603,13.3826240265749,13.4580220483826,14.6800847610925,13.9912560992833,13.914852250515,14.1269464072255,13.9811212760748
"hsa-miR-126-3p",14.1718804559975,13.6917435191713,10.8462739113499,13.5767205250802,13.5873087283335,13.9207250197512,13.7794115802002,13.9657842846621,13.6834332928354,13.9933807042559
"hsa-miR-423-5p",13.8251575547011,13.2609195336629,11.6781599575428,12.4858293087019,12.2434715383963,14.3949985145017,14.3037094106222,13.7063880924923,13.8045344029952,14.6062895333455
"hsa-miR-26a-5p",12.9485497472457,12.4162697445232,11.1189410727235,13.0980320829605,12.6416002158344,12.5719895976046,12.4162697445232,12.8874110325532,12.9181178510318,12.9561946290908
"hsa-miR-25-3p",12.4812949046311,12.9074540383186,10.7321674256634,12.2609195336629,12.2131042196419,13.1099938458452,12.5252760978671,12.8832160400522,13.1955260046462,12.8970891283128
"hsa-miR-92a-3p",12.467605550083,12.2449583931511,10.9549232920303,11.6763978870448,12.0209799389042,12.6858438114261,12.8075561768589,12.4051414631363,12.6553071015105,12.7488217946147
"hsa-let-7a-5p",12.4107163336043,12.2822196956726,11.0042204663182,12.4215389068483,12.8456860559771,12.4742129371939,11.8237652797897,12.2650289424582,12.3309168781146,12.4868350215631
"hsa-miR-151a-3p",12.0251395622785,12.55818151986,10.3387363825739,12.2076244682268,12.2494097852691,12.0963857344527,12.2842457498297,12.3476213685681,12.631177055704,12.9382931441517
"hsa-miR-486-5p",11.6160893135821,11.8181827049486,10.7448338374995,11.4460494067166,11.977995368613,12.6492561775173,12.2989217409698,12.65999589243,13.197063076005,12.7536346188534
"hsa-let-7f-5p",12.2871351860867,12.2428763671664,10.6320864128352,12.3365065598103,12.6117164609439,12.5033288566267,11.9336906549522,12.2688343693438,12.4614794472862,12.5132341138061
"hsa-miR-novel-chr10_277",10.9541963103869,11.1516508299734,13.302924464618,12.1799090900149,11.6582114827518,9.65642486327778,10.2491134527137,11.0821490413539,9.96434086779242,10.2796105810525
"hsa-miR-320a",11.7232343008934,11.5622424242211,10.2946207488916,11.0761475280225,11.827739648807,10.3083390301394,11.1984450414524,11.9729797860663,10.9381093262192,10.8121773055144
"hsa-miR-21-5p",11.4958550268872,11.4863322527687,9.58871463558226,10.7960396088298,10.3987436919382,10.868822554775,11.2233984147116,11.5994479815287,11.0660891904578,11.3392933001801
"hsa-let-7g-5p",10.9248125036058,10.8336807486547,9.24079133216196,11.2221911384563,11.2191685204622,11.2167458581953,10.7598881832218,11.1567151442247,11.2179576978641,11.3788367132106
"hsa-miR-30d-5p",11.0640690803855,10.8726748802706,9.12670447284319,9.91438513215544,10.4532706340106,10.813781191217,11.3241805466187,10.9527412471865,10.319672120947,10.7090838125503
"hsa-miR-363-3p",10.5459297690855,10.4787696194758,7.59245703726808,9.876516946565,9.69870466677034,10.871135184243,10.5545888516776,10.6483575820097,10.9957671508778,10.7125270004398
"hsa-miR-10b-5p",10.7573900093666,9.6582114827518,7.93073733756289,9.54496443278924,10.4878400338231,10.7540523675289,10.5488219084588,10.4335854411505,9.79928162152192,10.7731392067197
"hsa-miR-22-3p",10.4532706340106,9.85018683764577,8.04439411935845,9.3264294871223,9.06877827798541,9.82336724004623,10.0498485494506,10.4356702609366,10.047123912114,10.1510165388922
"hsa-miR-183-5p",9.96578428466209,10.0701209444768,7.14974711950468,9.56985560833095,9.2240016741981,10.1761731491075,9.20945336562895,9.7515440590891,10.868822554775,10.1228279948077
"hsa-miR-100-5p",8.96866679319521,7.95419631038687,11.4408691676109,10.5980525001616,10.871135184243,7.85174904141606,8.37503943134693,9.01680828768655,8.16992500144231,8.15987133677839
"hsa-miR-185-5p",9.60917873814198,10.5038257379958,8.61470984411521,10.0606959316876,10.6156296369681,9.11634396123747,8.44708322620965,9.79116288855502,9.86573327085176,9.04165915163721
"hsa-miR-423-3p",9.28540221886225,8.95128471496697,7.7279204545632,9.6724253419715,9.4241662888181,9.27844945822048,8.52356195605701,9.68650052718322,9.90538700501813,9.868822554775
"hsa-miR-182-5p",9.63299519714296,9.41362792902417,7.04439411935845,9.22158712126481,9.16490692667569,9.4594316186373,8.68999797141945,9.27146302790437,10.2240016741981,9.52943055414615
"hsa-miR-10a-5p",9.94544383637791,8.33985000288462,7.36632221424582,8.78135971352466,9.70563238736142,9.64385618977473,9.42836017270429,9.63481105017172,8.96000193206808,9.72451385311995
"hsa-miR-novel-chr9_55283",8.99717948093762,9.35314682549808,7.60733031374961,8.4093909361377,8.2045711442492,10.1649069266757,9.84549005094438,9.7797193551434,9.64385618977473,9.01680828768655
"hsa-miR-191-5p",9.37286506011259,8.93663793900257,7.8008998999203,9.66355810421727,9.34872815423108,8.78463484555752,8.5352753766208,9.3151495622563,9.52160043972373,9.46147944728616
"hsa-let-7d-5p",9.03342300153745,9.04439411935845,7.4262647547021,9.44086916761087,9.85330955540367,8.89784545600551,8.33985000288462,9.08746284125034,9.319672120947,9.11894107272351
"hsa-let-7c-5p",8.55842071326866,8.4178525148859,10.0265234425198,9.7262181593322,9.82017896241519,8.29920801838728,8.467605550083,8.78790255939143,8.10852445677817,8.41362792902417
"hsa-miR-99b-5p",9.02513956227851,8.8073549220576,7.18982455888002,8.88874324889826,9.33091687811462,9.43045255166553,9.17492568250068,9.14720492494223,8.85798099512757,9.30833903013941
"hsa-miR-143-3p",8.61838550225861,9.29232163280204,6.44294349584873,8.21431912080077,8.21431912080077,8.4594316186373,9.25738784269265,9.60917873814198,9.51569983828404,9.58308276750293
"hsa-miR-532-5p",9.21916852046216,9.11113567023471,7.35755200461808,8.51569983828404,8.26209484537018,9.49185309632967,8.95128471496697,9.09803208296053,9.2336196767597,9.19229281447077
"hsa-miR-26b-5p",9.16741814583174,8.73809225962049,7.31288295528436,9.40726776424473,9.10328780841202,8.96866679319521,8.67948009950545,8.96866679319521,8.77478705960117,8.57364718749332
"hsa-miR-144-3p",9.35535109642481,8.62205181945638,5.97727992349992,8.50382573799575,7.78790255939143,9.75488750216347,9.06877827798541,8.81698362325538,9.24792751344359,8.55074678538324
"hsa-miR-128-3p",8.96289600533726,8.82654848729091,6.95419631038687,8.61102479730735,8.37503943134693,8.67595703294175,8.27146302790437,9.04984854945056,9.25502856981873,9.5980525001616
"hsa-miR-146a-5p",9.14974711950468,8.57364718749332,6.4093909361377,8.97154355395077,8.92777796208234,7.83289001416474,8.4093909361377,8.96578428466209,8.54689445988764,9.45327063401062
"hsa-miR-146b-5p",8.6724253419715,8.00562454919388,7.86418614465428,8.67948009950545,7.97154355395077,8.4093909361377,8.90989308377004,9.12153351734003,8.58871463558226,8.96000193206808
"hsa-miR-98-5p",8.64024493622235,8.45121111183233,6.37503943134692,8.58496250072116,8.4797802640291,8.68999797141945,8.0389189892923,8.61102479730735,9.08480838780436,8.95419631038687
"hsa-miR-192-5p",8.30833903013941,8.06069593168755,9.71252700043982,9.00842862207058,8.49585502688717,8.2240016741981,7.8703647195834,8.25738784269265,8.08746284125034,7.90086680798075
